CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Bronze,SOHO,4490,5,,,5,56.33,0.0,56.33,11.27,No,0
Bronze,SOHO,4490,7,,,7,58.83,0.0,58.83,8.4,No,0
Bronze,SOHO,4490,3,,,3,65.33,0.0,65.33,21.78,No,0
Bronze,SOHO,4490,8,,,8,80.33,0.0,80.33,10.04,No,0
Bronze,SOHO,4490,7,,,7,80.5,0.0,80.5,11.5,No,0
Platinum,VSE,4490,8,9.0,,17,133.83,0.0,133.83,16.73,No,0
Gold,VSE,4490,8,4.0,,12,152.33,0.0,152.33,19.04,No,0
Gold,VSE,4490,4,,,4,161.67,0.0,161.67,40.42,No,0
Gold,SOHO,4490,12,3.0,,15,192.0,0.0,192.0,16.0,No,0
Silver,SOHO,4490,11,,,11,221.33,0.0,221.33,20.12,No,0
Gold,VSE,4490,18,3.0,,21,310.6,0.0,310.6,17.26,No,0
Platinum,VSE,4490,10,,,10,482.5,0.0,482.5,48.25,No,0
Silver,SOHO,4490,7,,,7,130.33,0.0,130.33,18.62,No,0
Bronze,SOHO,4490,9,2.0,1.0,12,131.33,0.0,131.33,14.59,No,0
Bronze,SOHO,4490,2,,,2,172.17,0.0,172.17,86.09,No,0
Silver,VSE,4490,4,1.0,3.0,8,219.67,0.0,219.67,54.92,No,0
Gold,SOHO,4490,10,9.0,,19,389.83,0.0,389.83,38.98,No,0
Platinum,VSE,4490,14,,,14,459.33,0.0,459.33,32.81,No,0
Bronze,SOHO,4490,4,,,4,41.5,0.0,41.5,10.38,No,0
