CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Iron,SOHO,4023,5,,,5,41.0,0.0,41.0,8.2,No,0
Bronze,SOHO,4023,1,2.0,,3,41.67,0.0,41.67,41.67,No,0
Bronze,SOHO,4023,3,4.0,,7,41.67,0.0,41.67,13.89,No,0
Bronze,SOHO,4023,3,,,3,42.17,0.0,42.17,14.06,No,0
Bronze,SOHO,4023,5,4.0,,9,42.5,0.0,42.5,8.5,No,0
Bronze,SOHO,4023,2,,,2,43.0,0.0,43.0,21.5,No,0
Iron,SOHO,4023,4,,,4,43.17,0.0,43.17,10.79,No,0
Iron,SOHO,4023,1,5.0,,6,43.67,0.0,43.67,43.67,No,0
Bronze,SOHO,4023,3,5.0,,8,44.83,0.0,44.83,14.94,No,0
Bronze,SOHO,4023,6,2.0,,8,47.17,0.0,47.17,7.86,No,0
Bronze,SOHO,4023,5,3.0,,8,48.33,0.0,48.33,9.67,No,0
Bronze,SOHO,4023,4,2.0,,6,48.67,0.0,48.67,12.17,No,0
Bronze,SOHO,4023,2,,1.0,3,49.17,0.0,49.17,24.59,No,0
Bronze,SOHO,4023,6,,,6,49.33,0.0,49.33,8.22,No,0
Bronze,VSE,4023,2,2.0,,4,53.33,0.0,53.33,26.67,No,0
Bronze,SOHO,4023,5,3.0,,8,57.5,0.0,57.5,11.5,No,0
Bronze,SOHO,4023,3,1.0,,4,60.0,0.0,60.0,20.0,No,0
Bronze,SOHO,4023,5,2.0,,7,60.33,0.0,60.33,12.07,No,0
Bronze,SOHO,4023,1,2.0,,3,62.5,0.0,62.5,62.5,No,0
Bronze,SOHO,4023,6,,,6,62.67,0.0,62.67,10.45,No,0
Bronze,SOHO,4023,4,3.0,,7,64.17,0.0,64.17,16.04,No,0
Bronze,SOHO,4023,6,,,6,64.83,0.0,64.83,10.81,No,0
Bronze,SOHO,4023,7,1.0,,8,65.83,0.0,65.83,9.4,No,0
Bronze,SOHO,4023,2,3.0,,5,66.17,0.0,66.17,33.09,No,0
Bronze,SOHO,4023,7,1.0,,8,66.5,0.0,66.5,9.5,No,0
Bronze,SOHO,4023,5,2.0,,7,67.0,0.0,67.0,13.4,No,0
Bronze,VSE,4023,5,,,5,67.67,0.0,67.67,13.53,No,0
Bronze,SOHO,4023,6,6.0,,12,68.0,0.0,68.0,11.33,No,0
Bronze,SOHO,4023,5,5.0,,10,69.5,0.0,69.5,13.9,No,0
Silver,SOHO,4023,7,,,7,72.67,0.0,72.67,10.38,No,0
Bronze,SOHO,4023,4,,,4,77.5,0.0,77.5,19.38,No,0
Bronze,SOHO,4023,3,,,3,79.67,0.0,79.67,26.56,No,0
Bronze,SOHO,4023,6,2.0,,8,80.0,0.0,80.0,13.33,No,0
Bronze,SOHO,4023,8,4.0,,12,82.67,0.0,82.67,10.33,No,0
Bronze,SOHO,4023,6,,,6,83.0,0.0,83.0,13.83,No,0
Silver,SOHO,4023,2,18.0,,20,82.33,2.0,84.33,41.17,No,0
Bronze,SOHO,4023,3,,,3,87.17,0.0,87.17,29.06,No,0
Bronze,SOHO,4023,3,1.0,,4,89.33,0.0,89.33,29.78,No,0
Bronze,SOHO,4023,3,1.0,,4,92.5,0.0,92.5,30.83,No,0
Bronze,SOHO,4023,4,1.0,,5,95.0,0.0,95.0,23.75,No,0
Bronze,SOHO,4023,8,,,8,96.67,0.0,96.67,12.08,No,0
Bronze,SOHO,4023,7,,,7,98.33,0.0,98.33,14.05,No,0
Bronze,SOHO,4023,10,,,10,98.67,0.0,98.67,9.87,No,0
Silver,VSE,4023,8,6.0,,14,100.33,0.0,100.33,12.54,No,0
Bronze,SOHO,4023,6,,,6,100.33,0.0,100.33,16.72,Yes,1
Bronze,SOHO,4023,8,,,8,100.67,0.0,100.67,12.58,No,0
Bronze,SOHO,4023,16,,,16,103.17,0.0,103.17,6.45,No,0
Bronze,SOHO,4023,4,,,4,106.67,0.0,106.67,26.67,No,0
Bronze,SOHO,4023,10,1.0,,11,108.67,0.0,108.67,10.87,No,0
Bronze,SOHO,4023,12,,,12,108.83,0.0,108.83,9.07,No,0
Silver,SOHO,4023,7,2.0,,9,116.33,0.0,116.33,16.62,No,0
Bronze,VSE,4023,2,,,2,117.67,0.0,117.67,58.84,No,0
Silver,SOHO,4023,10,,,10,117.67,0.0,117.67,11.77,No,0
Silver,SOHO,4023,5,1.0,,6,119.33,0.0,119.33,23.87,No,0
Silver,SOHO,4023,1,1.0,,2,125.0,0.0,125.0,125.0,No,0
Silver,SOHO,4023,10,,,10,130.83,0.0,130.83,13.08,No,0
Silver,SOHO,4023,4,,,4,133.83,0.0,133.83,33.46,No,0
Silver,SOHO,4023,3,,,3,139.0,0.0,139.0,46.33,No,0
Silver,SOHO,4023,8,,,8,146.67,0.0,146.67,18.33,No,0
Gold,SOHO,4023,3,,,3,150.0,0.0,150.0,50.0,Yes,1
Silver,SOHO,4023,8,,,8,150.0,0.0,150.0,18.75,No,0
Silver,SOHO,4023,17,2.0,,19,150.33,0.0,150.33,8.84,No,0
Gold,VSE,4023,8,4.0,,12,153.0,0.0,153.0,19.13,No,0
Silver,SOHO,4023,5,,,5,156.67,0.0,156.67,31.33,No,0
Bronze,SOHO,4023,8,6.0,,14,159.67,0.0,159.67,19.96,No,0
Silver,SOHO,4023,9,,,9,163.83,0.0,163.83,18.2,No,0
Silver,SOHO,4023,8,,,8,166.17,0.0,166.17,20.77,No,0
Silver,VSE,4023,12,10.0,,22,168.83,0.0,168.83,14.07,Yes,1
Silver,SOHO,4023,11,,,11,169.5,0.0,169.5,15.41,No,0
Gold,SOHO,4023,4,1.0,,5,177.33,0.0,177.33,44.33,No,0
Silver,SOHO,4023,9,4.0,,13,177.67,0.0,177.67,19.74,Yes,1
Silver,SOHO,4023,7,,,7,183.67,0.0,183.67,26.24,No,0
Gold,VSE,4023,12,11.0,,23,190.67,0.0,190.67,15.89,No,0
Gold,SOHO,4023,15,1.0,,16,191.17,0.0,191.17,12.74,No,0
Silver,SOHO,4023,21,,1.0,22,192.33,0.0,192.33,9.16,No,0
Silver,SOHO,4023,9,,,9,192.67,0.0,192.67,21.41,No,0
Gold,VSE,4023,11,,,11,195.5,0.0,195.5,17.77,No,0
Silver,SOHO,4023,9,4.0,,13,197.5,0.0,197.5,21.94,No,0
Silver,SOHO,4023,6,3.0,,9,207.0,0.0,207.0,34.5,No,0
Gold,VSE,4023,5,,,5,207.33,0.0,207.33,41.47,No,0
Gold,VSE,4023,13,,,13,208.17,0.0,208.17,16.01,No,0
Gold,SOHO,4023,10,2.0,,12,210.33,0.0,210.33,21.03,No,0
Gold,VSE,4023,6,16.0,,22,220.5,0.0,220.5,36.75,No,0
Gold,VSE,4023,8,,,8,221.0,0.0,221.0,27.63,No,0
Silver,VSE,4023,10,6.0,,16,229.5,0.0,229.5,22.95,No,0
Gold,VSE,4023,9,1.0,2.0,12,231.0,0.0,231.0,25.67,Yes,1
Gold,VSE,4023,11,5.0,,16,232.67,0.0,232.67,21.15,No,0
Platinum,VSE,4023,16,1.0,,17,234.0,0.0,234.0,14.63,No,0
Gold,SOHO,4023,19,3.0,,22,236.67,0.0,236.67,12.46,No,0
Gold,VSE,4023,10,1.0,1.0,12,236.67,0.0,236.67,23.67,No,0
Gold,VSE,4023,18,,,18,238.83,0.0,238.83,13.27,No,0
Silver,SOHO,4023,17,,1.0,18,241.33,0.0,241.33,14.2,No,0
Gold,SOHO,4023,11,,,11,246.33,0.0,246.33,22.39,No,0
Gold,VSE,4023,20,1.0,,21,249.67,0.0,249.67,12.48,No,0
Platinum,VSE,4023,15,,,15,267.33,0.0,267.33,17.82,No,0
