CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Silver,SOHO,4016,8,3.0,,11,106.5,0.0,106.5,13.31,No,0
Bronze,SOHO,4016,9,3.0,,12,115.83,0.0,115.83,12.87,No,0
Silver,SOHO,4016,11,1.0,,12,134.0,0.0,134.0,12.18,No,0
Silver,SOHO,4016,14,2.0,,16,143.5,0.0,143.5,10.25,No,0
Silver,VSE,4016,12,2.0,,14,171.5,0.0,171.5,14.29,No,0
Gold,VSE,4016,20,1.0,,21,214.17,0.0,214.17,10.71,No,0
Platinum,VSE,4016,12,1.0,,13,318.67,0.0,318.67,26.56,No,0
Iron,SOHO,4016,2,2.0,,4,77.0,0.0,77.0,38.5,No,0
Bronze,SOHO,4016,5,2.0,,7,96.17,0.0,96.17,19.23,No,0
Silver,SOHO,4016,9,,,9,139.33,0.0,139.33,15.48,No,0
Gold,SOHO,4016,6,,,6,192.67,0.0,192.67,32.11,No,0
Gold,VSE,4016,35,,,35,344.83,0.0,344.83,9.85,No,0
Silver,SOHO,4016,14,,,14,140.67,0.0,140.67,10.05,No,0
Iron,SOHO,4016,5,,,5,40.0,0.0,40.0,8.0,No,0
Bronze,SOHO,4016,3,,,3,41.33,0.0,41.33,13.78,No,0
Bronze,SOHO,4016,1,,,1,49.17,0.0,49.17,49.17,No,0
