CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Iron,SOHO,4000,2,1.0,,3,40.17,0.0,40.17,20.09,No,0
Gold,VSE,4000,7,25.0,,32,40.83,0.0,40.83,5.83,No,0
Bronze,SOHO,4000,3,7.0,,10,41.17,0.0,41.17,13.72,No,0
Bronze,SOHO,4000,1,4.0,,5,41.17,0.0,41.17,41.17,No,0
Bronze,SOHO,4000,4,,,4,41.17,0.0,41.17,10.29,No,0
Bronze,SOHO,4000,3,7.0,,10,41.83,0.0,41.83,13.94,No,0
Bronze,SOHO,4000,5,2.0,,7,42.0,0.0,42.0,8.4,Yes,1
Iron,SOHO,4000,5,,,5,42.0,0.0,42.0,8.4,No,0
Silver,VSE,4000,2,6.0,,8,42.5,0.0,42.5,21.25,No,0
Lead,SOHO,4000,3,,,3,42.5,0.0,42.5,14.17,No,0
Bronze,SOHO,4000,1,5.0,,6,43.0,0.0,43.0,43.0,No,0
Bronze,SOHO,4000,3,,,3,43.0,0.0,43.0,14.33,No,0
Bronze,SOHO,4000,1,6.0,,7,43.0,0.0,43.0,43.0,No,0
Iron,SOHO,4000,1,,,1,25.5,18.67,44.17,25.5,No,0
Bronze,SOHO,4000,2,5.0,,7,44.17,0.0,44.17,22.09,No,0
Bronze,SOHO,4000,3,1.0,,4,44.33,0.0,44.33,14.78,No,0
Bronze,SOHO,4000,4,,,4,44.33,0.0,44.33,11.08,No,0
Bronze,SOHO,4000,3,1.0,,4,44.67,0.0,44.67,14.89,No,0
Bronze,SOHO,4000,5,4.0,,9,45.17,0.0,45.17,9.03,No,0
Bronze,SOHO,4000,5,1.0,,6,45.5,0.0,45.5,9.1,No,0
Bronze,SOHO,4000,5,9.0,,14,45.83,0.0,45.83,9.17,No,0
Bronze,SOHO,4000,2,1.0,,3,46.17,0.0,46.17,23.09,No,0
Bronze,SOHO,4000,5,,,5,46.67,0.0,46.67,9.33,No,0
Bronze,SOHO,4000,3,1.0,,4,46.83,0.0,46.83,15.61,No,0
Iron,SOHO,4000,10,2.0,,12,47.0,0.0,47.0,4.7,No,0
Bronze,SOHO,4000,5,,,5,47.2,0.0,47.2,9.44,No,0
Bronze,SOHO,4000,4,,,4,47.33,0.0,47.33,11.83,No,0
Bronze,SOHO,4000,6,5.0,,11,47.83,0.0,47.83,7.97,No,0
Bronze,SOHO,4000,5,,,5,48.0,0.0,48.0,9.6,No,0
Bronze,SOHO,4000,3,,,3,48.5,0.0,48.5,16.17,No,0
Bronze,SOHO,4000,6,,,6,48.67,0.0,48.67,8.11,No,0
Bronze,SOHO,4000,3,1.0,,4,48.67,0.0,48.67,16.22,No,0
Bronze,SOHO,4000,3,,,3,49.0,0.0,49.0,16.33,No,0
