CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Bronze,SOHO,4300,3,1.0,,4,40.83,0.0,40.83,13.61,No,0
Bronze,SOHO,4300,2,1.0,,3,50.33,0.0,50.33,25.17,No,0
Bronze,SOHO,4300,4,,,4,50.83,0.0,50.83,12.71,No,0
Bronze,SOHO,4300,4,1.0,,5,54.83,0.0,54.83,13.71,No,0
Bronze,SOHO,4300,4,,,4,63.0,0.0,63.0,15.75,No,0
Bronze,SOHO,4300,2,,,2,66.33,0.0,66.33,33.17,No,0
Bronze,SOHO,4300,3,,,3,67.0,0.0,67.0,22.33,No,0
Bronze,SOHO,4300,3,3.0,,6,68.83,0.0,68.83,22.94,Yes,1
Bronze,SOHO,4300,3,2.0,,5,72.5,0.0,72.5,24.17,No,0
Bronze,SOHO,4300,4,,,4,77.5,0.0,77.5,19.38,No,0
Silver,SOHO,4300,3,20.0,,23,77.67,0.0,77.67,25.89,No,0
Bronze,SOHO,4300,6,,,6,79.17,0.0,79.17,13.2,No,0
Bronze,SOHO,4300,3,11.0,,14,82.17,0.0,82.17,27.39,No,0
Bronze,SOHO,4300,2,2.0,,4,84.33,0.0,84.33,42.17,No,0
Bronze,SOHO,4300,5,2.0,,7,86.0,0.0,86.0,17.2,No,0
Bronze,SOHO,4300,5,,,5,89.0,0.0,89.0,17.8,No,0
Bronze,SOHO,4300,4,1.0,,5,89.5,0.0,89.5,22.38,No,0
Gold,VSE,4300,6,10.0,,16,91.83,0.0,91.83,15.31,No,0
Silver,SOHO,4300,6,,,6,98.5,0.0,98.5,16.42,No,0
Silver,SOHO,4300,6,4.0,,10,101.33,0.0,101.33,16.89,No,0
Silver,SOHO,4300,6,,,6,102.67,0.0,102.67,17.11,No,0
Silver,SOHO,4300,6,2.0,,8,103.17,0.0,103.17,17.2,No,0
Bronze,SOHO,4300,8,3.0,,11,105.17,0.0,105.17,13.15,No,0
Silver,VSE,4300,6,,,6,110.0,0.0,110.0,18.33,No,0
Silver,SOHO,4300,5,1.0,,6,116.17,0.0,116.17,23.23,No,0
Bronze,SOHO,4300,5,,,5,119.5,0.0,119.5,23.9,No,0
Bronze,SOHO,4300,6,,,6,123.83,0.0,123.83,20.64,No,0
Bronze,SOHO,4300,3,,,3,124.5,0.0,124.5,41.5,No,0
Silver,SOHO,4300,8,1.0,,9,133.2,0.0,133.2,16.65,No,0
Silver,SOHO,4300,8,2.0,,10,134.83,0.0,134.83,16.85,No,0
Silver,SOHO,4300,4,2.0,1.0,7,152.67,0.0,152.67,38.17,No,0
Gold,VSE,4300,9,11.0,,20,155.33,0.0,155.33,17.26,No,0
Silver,SOHO,4300,5,2.0,,7,158.83,0.0,158.83,31.77,No,0
Gold,VSE,4300,6,1.0,,7,166.67,0.0,166.67,27.78,No,0
Gold,VSE,4300,7,1.0,,8,172.0,0.0,172.0,24.57,No,0
Silver,VSE,4300,13,12.0,,25,173.67,0.0,173.67,13.36,No,0
Gold,VSE,4300,5,4.0,,9,177.0,0.0,177.0,35.4,No,0
Silver,VSE,4300,7,,,7,195.33,0.0,195.33,27.9,No,0
