CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Bronze,SOHO,6900,3,,,3,43.33,0.0,43.33,14.44,No,0
Bronze,SOHO,6900,3,,,3,53.5,0.0,53.5,17.83,No,0
Bronze,SOHO,6900,6,,,6,63.33,0.0,63.33,10.56,No,0
Bronze,SOHO,6900,4,1.0,,5,73.33,0.0,73.33,18.33,Yes,1
Bronze,SOHO,6900,3,,,3,78.17,0.0,78.17,26.06,No,0
Bronze,SOHO,6900,7,,,7,78.5,0.0,78.5,11.21,No,0
Bronze,SOHO,6900,4,1.0,,5,88.5,0.0,88.5,22.13,No,0
Bronze,SOHO,6900,7,,,7,95.5,0.0,95.5,13.64,No,0
Bronze,SOHO,6900,10,3.0,,13,100.5,0.0,100.5,10.05,No,0
Silver,SOHO,6900,1,10.0,,11,105.67,0.0,105.67,105.67,Yes,1
Silver,VSE,6900,4,,,4,112.5,0.0,112.5,28.13,No,0
Bronze,SOHO,6900,5,,,5,112.5,0.0,112.5,22.5,Yes,1
Bronze,SOHO,6900,4,4.0,,8,118.33,0.0,118.33,29.58,No,0
Bronze,SOHO,6900,3,1.0,,4,130.67,0.0,130.67,43.56,No,0
Gold,SOHO,6900,10,,1.0,11,145.17,0.0,145.17,14.52,No,0
Silver,SOHO,6900,4,1.0,1.0,6,165.17,0.0,165.17,41.29,No,0
Silver,SOHO,6900,12,7.0,,19,170.5,0.0,170.5,14.21,No,0
Silver,VSE,6900,11,,,11,179.67,0.0,179.67,16.33,No,0
Gold,SOHO,6900,12,,,12,180.17,0.0,180.17,15.01,Yes,1
Silver,SOHO,6900,5,2.0,,7,187.5,0.0,187.5,37.5,No,0
Gold,SOHO,6900,1,2.0,,3,214.33,0.0,214.33,214.33,No,0
Gold,SOHO,6900,8,1.0,,9,243.5,0.0,243.5,30.44,No,0
Platinum,VSE,6900,24,,,24,291.67,0.0,291.67,12.15,Yes,1
