CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Bronze,SOHO,4330,6,3.0,,9,55.33,0.0,55.33,9.22,Yes,1
Bronze,SOHO,4330,3,1.0,,4,55.5,0.0,55.5,18.5,No,0
Bronze,SOHO,4330,3,1.0,,4,76.33,0.0,76.33,25.44,No,0
Gold,SOHO,4330,1,6.0,,7,109.67,0.0,109.67,109.67,No,0
Silver,SOHO,4330,13,,,13,181.33,0.0,181.33,13.95,No,0
Gold,VSE,4330,19,3.0,,22,349.4,0.0,349.4,18.39,No,0
Platinum,VSE,4330,12,,,12,393.33,0.0,393.33,32.78,No,0
Bronze,SOHO,4330,2,,,2,67.17,0.0,67.17,33.59,No,0
Bronze,SOHO,4330,5,,,5,98.67,0.0,98.67,19.73,No,0
Silver,SOHO,4330,6,1.0,,7,105.33,0.0,105.33,17.56,No,0
Silver,SOHO,4330,5,1.0,,6,119.83,0.0,119.83,23.97,No,0
Bronze,SOHO,4330,1,,,1,188.17,0.0,188.17,188.17,No,0
Silver,SOHO,4330,5,1.0,,6,188.83,0.0,188.83,37.77,No,0
Bronze,SOHO,4330,3,1.0,,4,59.5,0.0,59.5,19.83,No,0
SME,SME,4330,5,,,5,248.0,0.0,248.0,49.6,No,0
Gold,VSE,4330,8,,,8,274.0,0.0,274.0,34.25,No,0
SME,SME,4330,4,51.0,,55,46.0,0.0,46.0,11.5,No,0
Iron,SOHO,4330,2,,,2,40.83,0.0,40.83,20.42,No,0
Bronze,SOHO,4330,3,2.0,,5,41.0,0.0,41.0,13.67,Yes,1
Bronze,SOHO,4330,3,1.0,,4,45.83,0.0,45.83,15.28,No,0
Bronze,SOHO,4330,3,,,3,46.33,0.0,46.33,15.44,No,0
Bronze,SOHO,4330,1,,,1,47.83,0.0,47.83,47.83,No,0
Iron,SOHO,4330,2,1.0,,3,55.0,0.0,55.0,27.5,No,0
