CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Bronze,SOHO,4640,4,1.0,,5,64.17,0.0,64.17,16.04,No,0
Bronze,SOHO,4640,1,2.0,,3,68.83,0.0,68.83,68.83,No,0
Bronze,SOHO,4640,8,,,8,75.33,0.0,75.33,9.42,No,0
Silver,SOHO,4640,11,5.0,,16,93.67,0.0,93.67,8.52,No,0
Silver,SOHO,4640,3,4.0,,7,99.83,0.0,99.83,33.28,No,0
Silver,SOHO,4640,7,,,7,117.5,0.0,117.5,16.79,No,0
Gold,VSE,4640,19,8.0,,27,179.0,0.0,179.0,9.42,No,0
Gold,VSE,4640,16,,,16,221.33,0.0,221.33,13.83,No,0
Gold,VSE,4640,38,,,38,278.5,0.0,278.5,7.33,No,0
Platinum,VSE,4640,21,,,21,346.33,0.0,346.33,16.49,No,0
Bronze,SOHO,4640,5,,,5,84.33,0.0,84.33,16.87,No,0
Bronze,SOHO,4640,1,,,1,86.0,0.0,86.0,86.0,No,0
Bronze,SOHO,4640,3,2.0,,5,88.17,0.0,88.17,29.39,No,0
Bronze,SOHO,4640,10,,,10,115.83,0.0,115.83,11.58,No,0
,Other,4640,8,1.0,,9,126.5,0.0,126.5,15.81,No,0
Silver,SOHO,4640,15,,,15,179.5,0.0,179.5,11.97,No,0
Silver,VSE,4640,7,,,7,195.33,0.0,195.33,27.9,Yes,1
Silver,SOHO,4640,6,,,6,206.0,0.0,206.0,34.33,No,0
Silver,SOHO,4640,8,,,8,228.17,0.0,228.17,28.52,No,0
SME,SME,4640,6,,,6,144.83,0.0,144.83,24.14,No,0
Bronze,SOHO,4640,2,,,2,43.33,0.0,43.33,21.67,No,0
