CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Iron,SOHO,4470,2,1.0,,3,47.5,0.0,47.5,23.75,No,0
Bronze,SOHO,4470,3,,,3,64.67,0.0,64.67,21.56,No,0
Bronze,SOHO,4470,5,,,5,82.67,0.0,82.67,16.53,No,0
Silver,SOHO,4470,4,5.0,,9,94.5,0.0,94.5,23.63,No,0
Silver,SOHO,4470,6,,,6,124.5,0.0,124.5,20.75,No,0
Silver,VSE,4470,5,1.0,,6,145.17,0.0,145.17,29.03,Yes,1
Silver,SOHO,4470,4,2.0,,6,194.17,0.0,194.17,48.54,No,0
Gold,VSE,4470,15,2.0,,17,244.33,0.0,244.33,16.29,No,0
Gold,SOHO,4470,3,1.0,,4,259.17,0.0,259.17,86.39,No,0
Platinum,VSE,4470,10,1.0,,11,273.83,0.0,273.83,27.38,No,0
Bronze,SOHO,4470,3,1.0,,4,100.0,0.0,100.0,33.33,No,0
Silver,SOHO,4470,7,,,7,124.33,0.0,124.33,17.76,No,0
Silver,SOHO,4470,2,,,2,146.67,0.0,146.67,73.34,No,0
Silver,SOHO,4470,7,4.0,1.0,12,152.33,0.0,152.33,21.76,No,0
Silver,SOHO,4470,6,,,6,156.17,0.0,156.17,26.03,No,0
SME,SME,4470,20,9.0,,29,405.33,0.0,405.33,20.27,No,0
Iron,SOHO,4470,4,,,4,40.0,0.0,40.0,10.0,No,0
Bronze,SOHO,4470,5,,,5,45.83,0.0,45.83,9.17,No,0
