CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Iron,SOHO,4015,3,8.0,,11,40.83,0.0,40.83,13.61,No,0
Bronze,SOHO,4015,5,1.0,,6,49.33,0.0,49.33,9.87,No,0
Bronze,SOHO,4015,3,,,3,77.0,0.0,77.0,25.67,No,0
Bronze,SOHO,4015,5,5.0,,10,96.17,0.0,96.17,19.23,No,0
Bronze,SOHO,4015,7,2.0,,9,102.5,0.0,102.5,14.64,Yes,1
Bronze,SOHO,4015,5,2.0,,7,148.33,0.0,148.33,29.67,No,0
Bronze,SOHO,4015,4,,,4,159.5,0.0,159.5,39.88,No,0
Gold,VSE,4015,15,,,15,230.5,0.0,230.5,15.37,No,0
Gold,VSE,4015,13,16.0,2.0,31,228.0,41.0,269.0,17.54,Yes,1
Gold,VSE,4015,12,,,12,326.0,0.0,326.0,27.17,No,0
Bronze,SOHO,4015,2,1.0,,3,73.33,0.0,73.33,36.67,No,0
Bronze,SOHO,4015,9,3.0,,12,89.83,0.0,89.83,9.98,No,0
Bronze,SOHO,4015,5,,,5,106.33,0.0,106.33,21.27,No,0
Silver,SOHO,4015,2,1.0,,3,123.0,0.0,123.0,61.5,No,0
Silver,SOHO,4015,6,,,6,131.0,0.0,131.0,21.83,No,0
Bronze,SOHO,4015,5,,,5,143.33,0.0,143.33,28.67,No,0
Bronze,SOHO,4015,8,,,8,54.33,0.0,54.33,6.79,No,0
Bronze,SOHO,4015,2,1.0,,3,55.5,0.0,55.5,27.75,No,0
