CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Bronze,SOHO,6800,3,,,3,55.33,0.0,55.33,18.44,No,0
Bronze,SOHO,6800,5,,,5,56.83,0.0,56.83,11.37,No,0
Bronze,SOHO,6800,1,7.0,,8,57.83,0.0,57.83,57.83,No,0
Bronze,SOHO,6800,3,,,3,58.83,0.0,58.83,19.61,No,0
Bronze,SOHO,6800,4,,,4,60.5,0.0,60.5,15.13,No,0
Bronze,SOHO,6800,3,,,3,63.0,0.0,63.0,21.0,No,0
Bronze,SOHO,6800,4,1.0,,5,64.5,0.0,64.5,16.13,No,0
Bronze,SOHO,6800,6,,,6,78.33,0.0,78.33,13.06,No,0
Bronze,SOHO,6800,7,4.0,,11,79.5,0.0,79.5,11.36,No,0
Bronze,VSE,6800,3,,,3,85.0,0.0,85.0,28.33,No,0
Silver,SOHO,6800,3,,,3,94.0,0.0,94.0,31.33,No,0
Silver,SOHO,6800,4,,,4,94.33,0.0,94.33,23.58,Yes,1
Bronze,SOHO,6800,6,,,6,100.5,0.0,100.5,16.75,No,0
Silver,SOHO,6800,3,21.0,,24,108.67,0.0,108.67,36.22,Yes,1
Bronze,SOHO,6800,6,1.0,,7,114.17,0.0,114.17,19.03,No,0
Silver,SOHO,6800,3,5.0,,8,120.0,0.0,120.0,40.0,No,0
Silver,SOHO,6800,5,,2.0,7,124.5,0.0,124.5,24.9,No,0
Silver,SOHO,6800,22,,,22,137.33,0.0,137.33,6.24,No,0
Silver,VSE,6800,3,,,3,141.0,0.0,141.0,47.0,No,0
Silver,SOHO,6800,6,1.0,,7,157.17,0.0,157.17,26.2,No,0
Silver,SOHO,6800,10,,,10,160.33,0.0,160.33,16.03,No,0
Silver,SOHO,6800,5,,,5,173.17,0.0,173.17,34.63,No,0
Silver,SOHO,6800,15,6.0,,21,177.0,0.0,177.0,11.8,No,0
Gold,VSE,6800,7,2.0,,9,184.83,0.0,184.83,26.4,No,0
Gold,SOHO,6800,12,,,12,219.33,0.0,219.33,18.28,No,0
Gold,SOHO,6800,29,2.0,,31,220.5,0.0,220.5,7.6,No,0
Gold,VSE,6800,23,4.0,,27,225.17,0.0,225.17,9.79,No,0
Gold,VSE,6800,20,,,20,411.17,0.0,411.17,20.56,Yes,1
Platinum,VSE,6800,15,,,15,436.83,0.0,436.83,29.12,No,0
Gold,SOHO,6800,12,8.0,,20,222.0,0.0,222.0,18.5,No,0
SME,SME,6800,13,1.0,,14,310.17,0.0,310.17,23.86,No,0
Bronze,SOHO,6800,1,1.0,,2,40.5,0.0,40.5,40.5,No,0
Platinum,VSE,6800,15,11.0,,26,257.67,0.0,257.67,17.18,No,0
