CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Iron,SOHO,4004,4,,,4,41.0,0.0,41.0,10.25,No,0
Bronze,SOHO,4004,3,2.0,,5,41.17,0.0,41.17,13.72,No,0
Bronze,SOHO,4004,4,,,4,42.0,0.0,42.0,10.5,No,0
Iron,SOHO,4004,5,1.0,,6,42.0,0.0,42.0,8.4,No,0
Bronze,SOHO,4004,4,2.0,,6,43.17,0.0,43.17,10.79,No,0
Bronze,SOHO,4004,3,,,3,46.5,0.0,46.5,15.5,No,0
Bronze,SOHO,4004,5,,,5,48.0,0.0,48.0,9.6,No,0
Silver,SOHO,4004,3,3.0,,6,48.83,0.0,48.83,16.28,No,0
Bronze,SOHO,4004,4,4.0,,8,49.67,0.0,49.67,12.42,No,0
Bronze,SOHO,4004,3,,,3,50.5,0.0,50.5,16.83,No,0
Bronze,SOHO,4004,6,1.0,,7,51.0,0.0,51.0,8.5,No,0
Bronze,SOHO,4004,6,,,6,51.17,0.0,51.17,8.53,No,0
Iron,SOHO,4004,2,8.0,,10,53.0,0.0,53.0,26.5,No,0
Bronze,SOHO,4004,5,,,5,54.0,0.0,54.0,10.8,No,0
Bronze,SOHO,4004,4,1.0,,5,54.83,0.0,54.83,13.71,No,0
Bronze,SOHO,4004,4,,,4,55.83,0.0,55.83,13.96,No,0
Bronze,SOHO,4004,1,10.0,,11,56.5,0.0,56.5,56.5,No,0
Bronze,SOHO,4004,4,,,4,63.17,0.0,63.17,15.79,No,0
Bronze,SOHO,4004,5,,,5,63.33,0.0,63.33,12.67,No,0
Bronze,SOHO,4004,5,,,5,64.33,0.0,64.33,12.87,No,0
Bronze,SOHO,4004,4,,,4,64.5,0.0,64.5,16.13,Yes,1
Bronze,SOHO,4004,4,1.0,,5,65.67,0.0,65.67,16.42,No,0
Bronze,SOHO,4004,2,,,2,68.17,0.0,68.17,34.09,Yes,1
Bronze,SOHO,4004,5,,,5,69.17,0.0,69.17,13.83,No,0
Bronze,SOHO,4004,8,5.0,,13,69.17,0.0,69.17,8.65,No,0
Bronze,SOHO,4004,4,1.0,,5,69.17,0.0,69.17,17.29,No,0
Bronze,Other,4004,1,,,1,69.33,0.0,69.33,69.33,No,0
Bronze,SOHO,4004,8,,,8,70.17,0.0,70.17,8.77,No,0
Bronze,SOHO,4004,6,6.0,,12,71.67,0.0,71.67,11.95,No,0
Bronze,SOHO,4004,3,,,3,74.67,0.0,74.67,24.89,No,0
Bronze,SOHO,4004,6,,,6,76.0,0.0,76.0,12.67,No,0
Bronze,SOHO,4004,6,1.0,,7,78.17,0.0,78.17,13.03,No,0
Bronze,SOHO,4004,7,,,7,80.33,0.0,80.33,11.48,No,0
Bronze,SOHO,4004,6,,,6,83.5,0.0,83.5,13.92,No,0
Silver,SOHO,4004,3,,,3,84.0,0.0,84.0,28.0,No,0
Bronze,SOHO,4004,5,1.0,,6,84.0,0.0,84.0,16.8,No,0
Bronze,SOHO,4004,5,,,5,84.33,0.0,84.33,16.87,No,0
Bronze,SOHO,4004,3,2.0,,5,85.0,0.0,85.0,28.33,No,0
Bronze,SOHO,4004,6,3.0,,9,89.83,0.0,89.83,14.97,No,0
Silver,SOHO,4004,4,5.0,1.0,10,92.0,0.0,92.0,23.0,No,0
Bronze,SOHO,4004,7,,,7,95.0,0.0,95.0,13.57,No,0
Bronze,SOHO,4004,7,,,7,98.5,0.0,98.5,14.07,No,0
Bronze,SOHO,4004,7,,,7,98.67,0.0,98.67,14.1,No,0
Silver,SOHO,4004,6,,,6,100.83,0.0,100.83,16.81,No,0
Bronze,SOHO,4004,5,1.0,,6,101.67,0.0,101.67,20.33,No,0
Bronze,SOHO,4004,11,1.0,,12,101.67,0.0,101.67,9.24,No,0
Bronze,SOHO,4004,6,,,6,104.67,0.0,104.67,17.45,No,0
Silver,SOHO,4004,5,1.0,,6,106.83,0.0,106.83,21.37,No,0
Gold,SOHO,4004,8,,,8,106.83,0.0,106.83,13.35,No,0
Bronze,SOHO,4004,3,,,3,107.33,0.0,107.33,35.78,No,0
Silver,SOHO,4004,6,,,6,107.33,0.0,107.33,17.89,No,0
Bronze,SOHO,4004,4,2.0,,6,108.83,0.0,108.83,27.21,No,0
Bronze,SOHO,4004,10,1.0,,11,111.17,0.0,111.17,11.12,No,0
Bronze,SOHO,4004,6,,,6,114.83,0.0,114.83,19.14,No,0
Bronze,SOHO,4004,9,,,9,117.0,0.0,117.0,13.0,No,0
Silver,SOHO,4004,6,1.0,1.0,8,117.0,0.0,117.0,19.5,No,0
Gold,VSE,4004,7,6.0,,13,118.17,0.0,118.17,16.88,No,0
Silver,SOHO,4004,5,,,5,122.33,0.0,122.33,24.47,No,0
Silver,SOHO,4004,5,1.0,,6,122.67,0.0,122.67,24.53,Yes,1
Silver,SOHO,4004,4,2.0,,6,123.0,0.0,123.0,30.75,No,0
Bronze,SOHO,4004,2,2.0,,4,124.33,0.0,124.33,62.17,No,0
Bronze,SOHO,4004,11,,,11,127.83,0.0,127.83,11.62,No,0
Silver,SOHO,4004,4,2.0,,6,129.17,0.0,129.17,32.29,Yes,1
Bronze,SOHO,4004,6,,,6,132.67,0.0,132.67,22.11,No,0
Silver,SOHO,4004,2,2.0,,4,132.83,0.0,132.83,66.42,No,0
Silver,SOHO,4004,7,4.0,,11,138.33,0.0,138.33,19.76,No,0
Silver,SOHO,4004,15,1.0,,16,144.67,0.0,144.67,9.64,No,0
Silver,SOHO,4004,8,,,8,145.17,0.0,145.17,18.15,No,0
Gold,SOHO,4004,8,1.0,,9,149.17,0.0,149.17,18.65,No,0
Silver,SOHO,4004,8,,,8,149.83,0.0,149.83,18.73,No,0
Silver,SOHO,4004,10,,,10,150.0,0.0,150.0,15.0,No,0
Silver,SOHO,4004,8,,,8,151.67,0.0,151.67,18.96,No,0
Silver,SOHO,4004,11,4.0,,15,158.67,0.0,158.67,14.42,No,0
Silver,SOHO,4004,8,1.0,1.0,10,161.5,0.0,161.5,20.19,No,0
Silver,SOHO,4004,10,,,10,162.5,0.0,162.5,16.25,No,0
Gold,SOHO,4004,5,,,5,164.67,0.0,164.67,32.93,No,0
Gold,SOHO,4004,5,,,5,166.33,0.0,166.33,33.27,No,0
Gold,SOHO,4004,10,6.0,,16,168.0,0.0,168.0,16.8,No,0
Silver,VSE,4004,12,,,12,171.17,0.0,171.17,14.26,No,0
Gold,VSE,4004,7,2.0,,9,174.33,0.0,174.33,24.9,No,0
Gold,VSE,4004,18,11.0,,29,174.5,0.0,174.5,9.69,No,0
Gold,SOHO,4004,9,4.0,,13,175.5,0.0,175.5,19.5,No,0
Silver,SOHO,4004,5,,,5,179.83,0.0,179.83,35.97,No,0
Gold,SOHO,4004,11,1.0,,12,180.83,0.0,180.83,16.44,No,0
Silver,SOHO,4004,10,2.0,,12,184.0,0.0,184.0,18.4,No,0
Gold,VSE,4004,8,4.0,,12,189.0,0.0,189.0,23.63,No,0
Silver,SOHO,4004,7,2.0,,9,189.83,0.0,189.83,27.12,Yes,1
Silver,VSE,4004,2,1.0,,3,191.83,0.0,191.83,95.92,No,0
Gold,VSE,4004,16,6.0,,22,196.0,0.0,196.0,12.25,No,0
Silver,SOHO,4004,16,,,16,197.5,0.0,197.5,12.34,No,0
Gold,VSE,4004,12,3.0,,15,198.67,0.0,198.67,16.56,No,0
Silver,VSE,4004,13,1.0,1.0,15,203.33,0.0,203.33,15.64,Yes,1
Gold,VSE,4004,14,3.0,,17,218.83,0.0,218.83,15.63,No,0
Silver,SOHO,4004,8,1.0,,9,221.67,0.0,221.67,27.71,No,0
Gold,VSE,4004,8,,,8,222.0,0.0,222.0,27.75,No,0
Gold,VSE,4004,17,10.0,,27,222.0,0.0,222.0,13.06,Yes,1
Silver,VSE,4004,8,,,8,224.83,0.0,224.83,28.1,No,0
Silver,SOHO,4004,13,2.0,,15,145.83,85.0,230.83,11.22,No,0
Gold,VSE,4004,5,,,5,232.5,0.0,232.5,46.5,No,0
Gold,SOHO,4004,9,2.0,,11,235.5,0.0,235.5,26.17,No,0
Silver,SOHO,4004,13,5.0,,18,236.17,0.0,236.17,18.17,No,0
Gold,VSE,4004,12,4.0,,16,236.67,0.0,236.67,19.72,No,0
Gold,VSE,4004,20,8.0,,28,238.0,0.0,238.0,11.9,No,0
Gold,VSE,4004,22,1.0,,23,239.5,0.0,239.5,10.89,No,0
Gold,SOHO,4004,4,,,4,240.83,0.0,240.83,60.21,No,0
Gold,VSE,4004,10,10.0,1.0,21,247.33,0.0,247.33,24.73,No,0
