CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Bronze,SOHO,4199,3,2.0,,5,109.5,0.0,109.5,36.5,No,0
Silver,SOHO,4199,9,1.0,,10,110.17,0.0,110.17,12.24,Yes,1
Gold,SOHO,4199,10,1.0,,11,168.33,0.0,168.33,16.83,No,0
Silver,SOHO,4199,11,,,11,170.0,0.0,170.0,15.45,No,0
Silver,SOHO,4199,17,,,17,185.67,0.0,185.67,10.92,No,0
Gold,SOHO,4199,10,2.0,,12,234.67,0.0,234.67,23.47,No,0
Platinum,VSE,4199,11,3.0,,14,376.67,0.0,376.67,34.24,No,0
Platinum,VSE,4199,27,,,27,403.33,0.0,403.33,14.94,Yes,1
Iron,SOHO,4199,5,,,5,66.5,0.0,66.5,13.3,No,0
Silver,SOHO,4199,1,3.0,,4,67.17,0.0,67.17,67.17,No,0
Bronze,SOHO,4199,4,,,4,72.0,0.0,72.0,18.0,No,0
Silver,SOHO,4199,5,4.0,,9,127.67,0.0,127.67,25.53,No,0
Bronze,SOHO,4199,2,,,2,130.5,0.0,130.5,65.25,No,0
Silver,SOHO,4199,11,1.0,,12,146.5,0.0,146.5,13.32,No,0
Bronze,SOHO,4199,8,1.0,,9,149.67,0.0,149.67,18.71,No,0
Silver,SOHO,4199,9,2.0,,11,179.17,0.0,179.17,19.91,No,0
Silver,SOHO,4199,8,1.0,,9,186.83,0.0,186.83,23.35,No,0
Platinum,VSE,4199,17,9.0,,26,477.83,0.0,477.83,28.11,No,0
Bronze,SOHO,4199,6,,,6,54.67,0.0,54.67,9.11,No,0
