CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Bronze,SOHO,6550,5,,,5,44.67,0.0,44.67,8.93,No,0
Bronze,SOHO,6550,6,,,6,46.17,0.0,46.17,7.7,No,0
Bronze,SOHO,6550,5,,,5,62.67,0.0,62.67,12.53,No,0
Silver,SOHO,6550,3,1.0,,4,64.83,0.0,64.83,21.61,No,0
Bronze,SOHO,6550,3,,,3,71.33,0.0,71.33,23.78,No,0
Bronze,SOHO,6550,2,,1.0,3,71.67,0.0,71.67,35.84,No,0
Bronze,SOHO,6550,12,,,12,79.33,0.0,79.33,6.61,No,0
Bronze,SOHO,6550,11,1.0,,12,86.33,0.0,86.33,7.85,No,0
Silver,SOHO,6550,3,,,3,88.8,0.0,88.8,29.6,No,0
Silver,SOHO,6550,2,,,2,119.83,0.0,119.83,59.92,No,0
Bronze,SOHO,6550,10,,,10,123.0,0.0,123.0,12.3,No,0
Silver,VSE,6550,6,,,6,124.33,0.0,124.33,20.72,No,0
Bronze,SOHO,6550,1,5.0,,6,130.0,0.0,130.0,130.0,No,0
Bronze,SOHO,6550,10,1.0,,11,132.33,0.0,132.33,13.23,No,0
Silver,SOHO,6550,5,,,5,138.0,0.0,138.0,27.6,No,0
Silver,VSE,6550,8,1.0,,9,144.33,0.0,144.33,18.04,No,0
Silver,SOHO,6550,7,,,7,179.33,0.0,179.33,25.62,No,0
Gold,SOHO,6550,14,,,14,264.5,0.0,264.5,18.89,No,0
Platinum,VSE,6550,23,3.0,,26,291.33,0.0,291.33,12.67,No,0
Platinum,VSE,6550,18,,,18,336.17,0.0,336.17,18.68,No,0
Platinum,VSE,6550,13,3.0,,16,364.83,0.0,364.83,28.06,No,0
Platinum,VSE,6550,18,,,18,392.83,0.0,392.83,21.82,No,0
SME,SME,6550,15,6.0,,21,463.67,0.0,463.67,30.91,No,0
