CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Bronze,SOHO,6280,1,,,1,40.33,0.0,40.33,40.33,No,0
Bronze,SOHO,6280,3,1.0,,4,52.33,0.0,52.33,17.44,No,0
Bronze,SOHO,6280,4,,,4,57.33,0.0,57.33,14.33,No,0
Bronze,SOHO,6280,6,,,6,72.17,0.0,72.17,12.03,No,0
Bronze,SOHO,6280,6,2.0,,8,72.33,0.0,72.33,12.06,No,0
Bronze,SOHO,6280,6,1.0,,7,75.17,0.0,75.17,12.53,No,0
Bronze,SOHO,6280,6,,,6,82.17,0.0,82.17,13.7,No,0
Bronze,SOHO,6280,5,1.0,,6,96.5,0.0,96.5,19.3,No,0
Bronze,SOHO,6280,7,4.0,,11,96.67,0.0,96.67,13.81,No,0
Silver,SOHO,6280,8,,,8,111.17,0.0,111.17,13.9,No,0
Bronze,SOHO,6280,3,1.0,,4,127.67,0.0,127.67,42.56,No,0
Gold,SOHO,6280,6,,,6,151.0,0.0,151.0,25.17,No,0
Silver,SOHO,6280,5,,,5,168.17,0.0,168.17,33.63,No,0
Gold,VSE,6280,6,,,6,207.5,0.0,207.5,34.58,No,0
Silver,VSE,6280,13,,,13,207.5,0.0,207.5,15.96,No,0
Gold,SOHO,6280,12,,,12,295.67,0.0,295.67,24.64,No,0
Platinum,VSE,6280,4,6.0,,10,334.67,0.0,334.67,83.67,No,0
Gold,VSE,6280,27,,,27,385.5,0.0,385.5,14.28,No,0
SE,SE,6280,4,,,4,285.33,0.0,285.33,71.33,No,0
SE,SE,6280,4,,,4,85.0,0.0,85.0,21.25,No,0
SME,SME,6280,33,13.0,,46,493.0,0.0,493.0,14.94,No,0
