CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Bronze,SOHO,6500,4,2.0,,6,46.17,0.0,46.17,11.54,No,0
Bronze,SOHO,6500,3,1.0,,4,47.83,0.0,47.83,15.94,No,0
Bronze,SOHO,6500,12,13.0,,25,51.83,0.0,51.83,4.32,No,0
Bronze,SOHO,6500,4,,,4,53.83,0.0,53.83,13.46,No,0
Bronze,SOHO,6500,3,1.0,,4,56.5,0.0,56.5,18.83,No,0
Bronze,SOHO,6500,5,2.0,,7,56.67,0.0,56.67,11.33,No,0
Bronze,SOHO,6500,3,1.0,,4,58.5,0.0,58.5,19.5,No,0
Bronze,SOHO,6500,4,1.0,,5,61.67,0.0,61.67,15.42,No,0
Silver,SOHO,6500,5,,,5,63.83,0.0,63.83,12.77,No,0
Bronze,SOHO,6500,5,,,5,64.0,0.0,64.0,12.8,No,0
Bronze,SOHO,6500,5,1.0,,6,64.33,0.0,64.33,12.87,No,0
Bronze,SOHO,6500,4,,,4,67.83,0.0,67.83,16.96,No,0
Bronze,SOHO,6500,3,,,3,69.0,0.0,69.0,23.0,No,0
Silver,SOHO,6500,6,1.0,,7,70.83,0.0,70.83,11.81,No,0
Bronze,SOHO,6500,5,2.0,,7,71.17,0.0,71.17,14.23,No,0
Silver,SOHO,6500,5,,,5,72.5,0.0,72.5,14.5,No,0
Bronze,SOHO,6500,4,,,4,73.33,0.0,73.33,18.33,No,0
Bronze,SOHO,6500,5,1.0,,6,73.67,0.0,73.67,14.73,No,0
Bronze,SOHO,6500,4,1.0,,5,75.83,0.0,75.83,18.96,No,0
Bronze,SOHO,6500,3,,,3,76.83,0.0,76.83,25.61,No,0
Bronze,SOHO,6500,6,,,6,79.33,0.0,79.33,13.22,No,0
Bronze,SOHO,6500,5,,,5,83.5,0.0,83.5,16.7,No,0
Bronze,SOHO,6500,6,1.0,,7,86.33,0.0,86.33,14.39,No,0
Bronze,SOHO,6500,6,,,6,89.0,0.0,89.0,14.83,No,0
Bronze,SOHO,6500,5,,,5,89.67,0.0,89.67,17.93,No,0
Bronze,SOHO,6500,5,1.0,,6,91.5,0.0,91.5,18.3,No,0
Bronze,SOHO,6500,4,3.0,,7,97.83,0.0,97.83,24.46,No,0
Silver,SOHO,6500,3,8.0,,11,98.83,0.0,98.83,32.94,No,0
Silver,SOHO,6500,3,1.0,,4,100.67,0.0,100.67,33.56,No,0
Silver,SOHO,6500,3,3.0,,6,103.67,0.0,103.67,34.56,No,0
Bronze,SOHO,6500,5,1.0,,6,105.5,0.0,105.5,21.1,No,0
Bronze,SOHO,6500,7,,,7,106.0,0.0,106.0,15.14,No,0
Bronze,SOHO,6500,7,,,7,106.17,0.0,106.17,15.17,No,0
Bronze,VSE,6500,5,,,5,107.5,0.0,107.5,21.5,No,0
Bronze,SOHO,6500,3,1.0,,4,109.5,0.0,109.5,36.5,No,0
Bronze,SOHO,6500,12,2.0,,14,110.33,0.0,110.33,9.19,No,0
Silver,SOHO,6500,7,,,7,111.33,0.0,111.33,15.9,No,0
Bronze,SOHO,6500,5,,,5,124.0,0.0,124.0,24.8,No,0
Silver,SOHO,6500,5,1.0,,6,128.0,0.0,128.0,25.6,No,0
Bronze,SOHO,6500,4,6.0,,10,129.67,0.0,129.67,32.42,No,0
Silver,SOHO,6500,5,,,5,130.17,0.0,130.17,26.03,No,0
Gold,SOHO,6500,6,1.0,,7,133.5,0.0,133.5,22.25,No,0
Silver,SOHO,6500,5,,1.0,6,134.5,0.0,134.5,26.9,No,0
Silver,SOHO,6500,9,,,9,136.17,0.0,136.17,15.13,No,0
Gold,SOHO,6500,3,4.0,,7,139.0,0.0,139.0,46.33,No,0
Silver,SOHO,6500,7,,,7,139.0,0.0,139.0,19.86,No,0
Silver,SOHO,6500,5,,,5,140.33,0.0,140.33,28.07,No,0
Silver,VSE,6500,7,,,7,140.33,0.0,140.33,20.05,No,0
Silver,SOHO,6500,6,,,6,143.0,0.0,143.0,23.83,No,0
Silver,VSE,6500,4,,,4,144.5,0.0,144.5,36.13,No,0
Gold,SOHO,6500,9,1.0,,10,148.0,0.0,148.0,16.44,No,0
Silver,SOHO,6500,9,7.0,,16,151.33,0.0,151.33,16.81,No,0
Bronze,SOHO,6500,3,1.0,,4,152.17,0.0,152.17,50.72,No,0
Gold,VSE,6500,5,,,5,153.5,0.0,153.5,30.7,No,0
Silver,SOHO,6500,15,6.0,,21,156.33,0.0,156.33,10.42,No,0
Gold,SOHO,6500,7,2.0,,9,164.67,0.0,164.67,23.52,No,0
Silver,SOHO,6500,10,1.0,,11,167.0,0.0,167.0,16.7,No,0
Gold,VSE,6500,4,2.0,,6,168.67,0.0,168.67,42.17,No,0
Platinum,VSE,6500,2,,,2,169.67,0.0,169.67,84.84,No,0
Gold,VSE,6500,11,,,11,172.17,0.0,172.17,15.65,No,0
Silver,SOHO,6500,1,15.0,,16,175.0,0.0,175.0,175.0,No,0
Silver,SOHO,6500,9,4.0,1.0,14,175.33,0.0,175.33,19.48,No,0
Silver,SOHO,6500,4,,,4,177.83,0.0,177.83,44.46,No,0
