CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Iron,SOHO,4220,4,1.0,,5,43.17,0.0,43.17,10.79,No,0
Bronze,SOHO,4220,3,,,3,46.0,0.0,46.0,15.33,No,0
Bronze,SOHO,4220,2,,,2,50.0,0.0,50.0,25.0,No,0
Bronze,SOHO,4220,6,1.0,,7,85.17,0.0,85.17,14.2,No,0
Bronze,SOHO,4220,4,,,4,88.0,0.0,88.0,22.0,No,0
Silver,SOHO,4220,4,1.0,,5,97.67,0.0,97.67,24.42,No,0
Gold,VSE,4220,17,,1.0,18,228.17,0.0,228.17,13.42,No,0
Gold,VSE,4220,21,2.0,,23,276.83,0.0,276.83,13.18,No,0
Platinum,VSE,4220,22,1.0,,23,494.67,0.0,494.67,22.49,No,0
Bronze,SOHO,4220,3,,,3,72.83,0.0,72.83,24.28,No,0
Silver,SOHO,4220,3,3.0,,6,83.17,0.0,83.17,27.72,No,0
Silver,SOHO,4220,3,2.0,,5,88.0,0.0,88.0,29.33,Yes,1
Bronze,SOHO,4220,2,,,2,90.0,0.0,90.0,45.0,No,0
Bronze,SOHO,4220,3,,,3,102.17,0.0,102.17,34.06,No,0
Bronze,SOHO,4220,7,,1.0,8,112.0,0.0,112.0,16.0,No,0
Silver,SOHO,4220,4,1.0,,5,147.33,0.0,147.33,36.83,No,0
Silver,SOHO,4220,8,1.0,,9,161.33,0.0,161.33,20.17,No,0
Gold,SOHO,4220,28,8.0,,36,308.67,0.0,308.67,11.02,No,0
Gold,VSE,4220,19,28.0,,47,268.83,0.0,268.83,14.15,No,0
Bronze,SOHO,4220,5,,,5,40.17,0.0,40.17,8.03,No,0
Iron,SOHO,4220,1,3.0,,4,40.33,0.0,40.33,40.33,No,0
Bronze,SOHO,4220,3,1.0,,4,40.33,0.0,40.33,13.44,No,0
Bronze,SOHO,4220,4,1.0,,5,44.17,0.0,44.17,11.04,No,0
Bronze,SOHO,4220,1,1.0,,2,48.67,0.0,48.67,48.67,No,0
Iron,SOHO,4220,1,3.0,,4,50.67,0.0,50.67,50.67,No,0
Bronze,SOHO,4220,3,1.0,,4,54.67,0.0,54.67,18.22,No,0
