CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Iron,SOHO,4003,5,1.0,,6,43.5,0.0,43.5,8.7,No,0
Silver,SOHO,4003,3,3.0,,6,44.83,0.0,44.83,14.94,No,0
Iron,SOHO,4003,4,5.0,,9,45.0,0.0,45.0,11.25,No,0
Bronze,SOHO,4003,4,2.0,,6,45.67,0.0,45.67,11.42,No,0
Bronze,SOHO,4003,3,2.0,,5,51.17,0.0,51.17,17.06,No,0
Silver,SOHO,4003,2,10.0,,12,55.17,0.0,55.17,27.59,No,0
Bronze,SOHO,4003,5,2.0,2.0,9,56.0,0.0,56.0,11.2,No,0
Silver,SOHO,4003,4,1.0,,5,60.33,0.0,60.33,15.08,No,0
Bronze,SOHO,4003,4,1.0,1.0,6,64.33,0.0,64.33,16.08,No,0
Bronze,SOHO,4003,6,,,6,65.33,0.0,65.33,10.89,No,0
Bronze,SOHO,4003,4,,,4,65.83,0.0,65.83,16.46,No,0
Bronze,SOHO,4003,6,,,6,70.5,0.0,70.5,11.75,No,0
Bronze,SOHO,4003,3,,,3,71.17,0.0,71.17,23.72,No,0
Bronze,SOHO,4003,3,1.0,,4,71.67,0.0,71.67,23.89,No,0
Bronze,SOHO,4003,5,,,5,74.5,0.0,74.5,14.9,No,0
Bronze,SOHO,4003,9,1.0,,10,75.5,0.0,75.5,8.39,No,0
Silver,SOHO,4003,3,3.0,,6,76.83,0.0,76.83,25.61,No,0
Bronze,SOHO,4003,5,1.0,,6,77.33,0.0,77.33,15.47,No,0
Bronze,SOHO,4003,6,1.0,,7,77.5,0.0,77.5,12.92,No,0
Silver,SOHO,4003,6,1.0,,7,78.5,0.0,78.5,13.08,No,0
Bronze,SOHO,4003,6,1.0,,7,79.0,0.0,79.0,13.17,No,0
Bronze,SOHO,4003,5,2.0,,7,80.0,0.0,80.0,16.0,No,0
Bronze,SOHO,4003,6,1.0,,7,82.0,0.0,82.0,13.67,No,0
Silver,VSE,4003,4,,1.0,5,82.83,0.0,82.83,20.71,Yes,1
Bronze,SOHO,4003,3,1.0,,4,83.67,0.0,83.67,27.89,No,0
Bronze,SOHO,4003,2,3.0,,5,84.17,0.0,84.17,42.09,No,0
Silver,SOHO,4003,6,,,6,86.5,0.0,86.5,14.42,No,0
Bronze,SOHO,4003,3,1.0,,4,87.67,0.0,87.67,29.22,No,0
Bronze,SOHO,4003,11,1.0,,12,87.83,0.0,87.83,7.98,No,0
Bronze,SOHO,4003,8,2.0,,10,90.0,0.0,90.0,11.25,No,0
Bronze,SOHO,4003,3,2.0,,5,90.83,0.0,90.83,30.28,No,0
Bronze,SOHO,4003,5,8.0,,13,92.17,0.0,92.17,18.43,No,0
Bronze,SOHO,4003,5,,,5,82.83,10.0,92.83,16.57,No,0
