CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Bronze,SOHO,4110,2,3.0,,5,55.33,0.0,55.33,27.67,No,0
Bronze,SOHO,4110,3,3.0,,6,79.0,0.0,79.0,26.33,No,0
Bronze,SOHO,4110,5,,,5,98.67,0.0,98.67,19.73,No,0
Silver,SOHO,4110,7,3.0,,10,138.33,0.0,138.33,19.76,No,0
Gold,SOHO,4110,10,12.0,,22,197.33,0.0,197.33,19.73,No,0
Gold,VSE,4110,10,,,10,217.33,0.0,217.33,21.73,No,0
Gold,VSE,4110,9,4.0,,13,231.0,0.0,231.0,25.67,Yes,1
Bronze,SOHO,4110,8,2.0,,10,79.33,0.0,79.33,9.92,No,0
Bronze,SOHO,4110,2,,,2,91.33,0.0,91.33,45.67,No,0
Bronze,SOHO,4110,12,4.0,,16,113.33,0.0,113.33,9.44,Yes,1
Bronze,SOHO,4110,4,,,4,115.17,0.0,115.17,28.79,No,0
Silver,SOHO,4110,11,,,11,142.33,0.0,142.33,12.94,No,0
Bronze,SOHO,4110,4,,,4,59.33,0.0,59.33,14.83,No,0
Bronze,SOHO,4110,4,6.0,,10,62.5,0.0,62.5,15.63,No,0
SME,SME,4110,7,,,7,478.17,0.0,478.17,68.31,No,0
Iron,SOHO,4110,2,2.0,,4,42.5,0.0,42.5,21.25,No,0
Bronze,SOHO,4110,3,,,3,52.33,0.0,52.33,17.44,No,0
