CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Gold,VSE,4850,6,6.0,,12,106.83,0.0,106.83,17.81,No,0
Gold,VSE,4850,24,1.0,,25,222.0,0.0,222.0,9.25,No,0
Silver,SOHO,4850,5,,,5,222.17,0.0,222.17,44.43,No,0
Silver,VSE,4850,12,,,12,222.33,0.0,222.33,18.53,No,0
Gold,VSE,4850,3,7.0,,10,226.0,0.0,226.0,75.33,No,0
Gold,VSE,4850,11,8.0,,19,230.67,0.0,230.67,20.97,No,0
Silver,VSE,4850,14,1.0,,15,248.5,0.0,248.5,17.75,No,0
Gold,VSE,4850,14,3.0,,17,323.67,0.0,323.67,23.12,Yes,1
Gold,VSE,4850,22,13.0,,35,389.17,0.0,389.17,17.69,No,0
Bronze,SOHO,4850,2,,,2,67.83,0.0,67.83,33.92,No,0
Bronze,SOHO,4850,7,,,7,82.17,0.0,82.17,11.74,No,0
Bronze,SOHO,4850,2,1.0,,3,84.8,0.0,84.8,42.4,Yes,1
Bronze,SOHO,4850,2,1.0,,3,85.33,0.0,85.33,42.67,No,0
Bronze,SOHO,4850,3,1.0,,4,88.0,0.0,88.0,29.33,No,0
Silver,SOHO,4850,6,2.0,,8,88.5,0.0,88.5,14.75,No,0
Bronze,SOHO,4850,8,1.0,,9,91.17,0.0,91.17,11.4,No,0
Bronze,SOHO,4850,4,,,4,91.67,0.0,91.67,22.92,No,0
Silver,SOHO,4850,4,4.0,,8,94.5,0.0,94.5,23.63,No,0
Bronze,SOHO,4850,5,1.0,1.0,7,98.5,0.0,98.5,19.7,No,0
Bronze,SOHO,4850,3,,,3,101.67,0.0,101.67,33.89,No,0
Bronze,SOHO,4850,4,,,4,106.0,0.0,106.0,26.5,Yes,1
Bronze,SOHO,4850,5,,,5,108.0,0.0,108.0,21.6,No,0
Silver,SOHO,4850,4,,,4,116.0,0.0,116.0,29.0,Yes,1
Silver,SOHO,4850,5,16.0,,21,124.0,0.0,124.0,24.8,No,0
Bronze,SOHO,4850,8,,,8,125.83,0.0,125.83,15.73,No,0
Bronze,SOHO,4850,4,1.0,,5,127.5,0.0,127.5,31.88,No,0
Silver,SOHO,4850,4,,,4,135.0,0.0,135.0,33.75,No,0
Bronze,SOHO,4850,5,,,5,139.67,0.0,139.67,27.93,Yes,1
Bronze,SOHO,4850,5,,,5,141.67,0.0,141.67,28.33,No,0
Platinum,VSE,4850,6,60.0,,66,152.5,0.0,152.5,25.42,No,0
Silver,SOHO,4850,8,1.0,,9,182.83,0.0,182.83,22.85,No,0
Silver,SOHO,4850,10,,,10,195.83,0.0,195.83,19.58,No,0
Bronze,SOHO,4850,5,,,5,227.0,0.0,227.0,45.4,No,0
Bronze,SOHO,4850,2,,,2,62.5,0.0,62.5,31.25,No,0
Bronze,SOHO,4850,1,2.0,,3,62.67,0.0,62.67,62.67,No,0
SME,SME,4850,7,,,7,269.17,0.0,269.17,38.45,No,0
Gold,VSE,4850,18,14.0,,32,376.33,0.0,376.33,20.91,No,0
Bronze,SOHO,4850,2,,,2,42.33,0.0,42.33,21.17,No,0
Bronze,SOHO,4850,3,,,3,43.83,0.0,43.83,14.61,No,0
Iron,SOHO,4850,3,,,3,52.33,0.0,52.33,17.44,No,0
