CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Gold,VSE,4980,14,2.0,,16,232.33,0.0,232.33,16.6,No,0
Bronze,SOHO,4980,7,1.0,,8,65.33,0.0,65.33,9.33,No,0
Bronze,SOHO,4980,7,2.0,,9,68.17,0.0,68.17,9.74,No,0
Bronze,SOHO,4980,5,,,5,74.17,0.0,74.17,14.83,No,0
Bronze,SOHO,4980,5,,,5,77.17,0.0,77.17,15.43,No,0
Bronze,SOHO,4980,7,,,7,82.5,0.0,82.5,11.79,No,0
Bronze,SOHO,4980,3,1.0,,4,84.83,0.0,84.83,28.28,No,0
Bronze,SOHO,4980,4,7.0,,11,85.0,0.0,85.0,21.25,No,0
Silver,SOHO,4980,3,6.0,,9,108.17,0.0,108.17,36.06,No,0
Silver,SOHO,4980,1,4.0,,5,137.17,0.0,137.17,137.17,No,0
Bronze,SOHO,4980,6,1.0,,7,141.0,0.0,141.0,23.5,No,0
Bronze,SOHO,4980,1,,,1,59.5,0.0,59.5,59.5,No,0
Bronze,SOHO,4980,2,3.0,1.0,6,40.67,0.0,40.67,20.34,No,0
Bronze,SOHO,4980,2,,,2,41.17,0.0,41.17,20.59,No,0
Bronze,SOHO,4980,2,,,2,43.0,0.0,43.0,21.5,No,0
Bronze,SOHO,4980,1,3.0,,4,43.67,0.0,43.67,43.67,No,0
Bronze,SOHO,4980,4,,,4,44.17,0.0,44.17,11.04,No,0
Iron,SOHO,4980,4,1.0,,5,45.67,0.0,45.67,11.42,No,0
Bronze,SOHO,4980,2,1.0,,3,47.83,0.0,47.83,23.92,No,0
Bronze,SOHO,4980,5,,,5,52.0,0.0,52.0,10.4,No,0
Silver,SOHO,4980,4,,,4,54.17,0.0,54.17,13.54,No,0
