CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Bronze,SOHO,4225,3,3.0,,6,42.33,0.0,42.33,14.11,No,0
Bronze,SOHO,4225,4,3.0,,7,49.33,0.0,49.33,12.33,No,0
Bronze,SOHO,4225,2,,,2,58.5,0.0,58.5,29.25,No,0
Bronze,SOHO,4225,6,3.0,,9,71.17,0.0,71.17,11.86,No,0
Bronze,SOHO,4225,4,,,4,85.33,0.0,85.33,21.33,No,0
Bronze,SOHO,4225,3,2.0,,5,95.0,0.0,95.0,31.67,No,0
Silver,SOHO,4225,10,1.0,1.0,12,168.83,0.0,168.83,16.88,No,0
Gold,VSE,4225,8,1.0,,9,210.5,0.0,210.5,26.31,No,0
Gold,VSE,4225,35,2.0,,37,267.67,0.0,267.67,7.65,No,0
Platinum,VSE,4225,10,4.0,,14,312.0,0.0,312.0,31.2,No,0
Bronze,SOHO,4225,9,1.0,1.0,11,105.67,0.0,105.67,11.74,No,0
Silver,SOHO,4225,6,,,6,108.83,0.0,108.83,18.14,No,0
Silver,SOHO,4225,6,1.0,,7,153.5,0.0,153.5,25.58,No,0
Bronze,SOHO,4225,3,,,3,41.17,0.0,41.17,13.72,No,0
Bronze,SOHO,4225,6,1.0,,7,47.0,0.0,47.0,7.83,No,0
