CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Bronze,SOHO,4210,6,1.0,,7,59.5,0.0,59.5,9.92,No,0
Bronze,SOHO,4210,4,,,4,66.5,0.0,66.5,16.63,No,0
Bronze,SOHO,4210,5,,,5,79.67,0.0,79.67,15.93,Yes,1
Bronze,SOHO,4210,4,,,4,82.5,0.0,82.5,20.63,No,0
Bronze,SOHO,4210,6,1.0,,7,94.17,0.0,94.17,15.7,No,0
Bronze,SOHO,4210,5,1.0,,6,95.0,0.0,95.0,19.0,No,0
Gold,SOHO,4210,6,2.0,,8,98.0,0.0,98.0,16.33,Yes,1
Bronze,SOHO,4210,5,,,5,106.33,0.0,106.33,21.27,No,0
Silver,SOHO,4210,10,,,10,119.0,0.0,119.0,11.9,No,0
Silver,SOHO,4210,9,3.0,,12,126.5,0.0,126.5,14.06,No,0
Silver,SOHO,4210,4,,,4,141.17,0.0,141.17,35.29,No,0
Silver,SOHO,4210,8,7.0,,15,148.83,0.0,148.83,18.6,No,0
Silver,SOHO,4210,7,3.0,,10,159.0,0.0,159.0,22.71,No,0
Gold,VSE,4210,12,,,12,176.83,0.0,176.83,14.74,No,0
Gold,VSE,4210,5,,,5,186.0,0.0,186.0,37.2,No,0
Gold,VSE,4210,6,2.0,,8,191.0,0.0,191.0,31.83,No,0
Silver,SOHO,4210,4,,,4,225.67,0.0,225.67,56.42,No,0
Gold,VSE,4210,12,5.0,,17,240.17,0.0,240.17,20.01,No,0
Gold,VSE,4210,14,1.0,,15,248.5,0.0,248.5,17.75,Yes,1
Gold,VSE,4210,19,,,19,286.67,0.0,286.67,15.09,No,0
Gold,VSE,4210,9,1.0,,10,289.67,0.0,289.67,32.19,No,0
Platinum,VSE,4210,16,1.0,1.0,18,375.0,0.0,375.0,23.44,No,0
Platinum,VSE,4210,20,2.0,1.0,23,381.0,0.0,381.0,19.05,Yes,1
Platinum,VSE,4210,21,,,21,441.83,0.0,441.83,21.04,No,0
Bronze,SOHO,4210,3,1.0,,4,70.17,0.0,70.17,23.39,No,0
Bronze,SOHO,4210,5,,,5,73.83,0.0,73.83,14.77,No,0
Bronze,SOHO,4210,4,,,4,79.17,0.0,79.17,19.79,No,0
Bronze,SOHO,4210,3,,,3,80.33,0.0,80.33,26.78,No,0
Bronze,SOHO,4210,5,,,5,86.83,0.0,86.83,17.37,No,0
Bronze,SOHO,4210,3,2.0,,5,106.67,0.0,106.67,35.56,No,0
Silver,VSE,4210,4,2.0,,6,108.83,0.0,108.83,27.21,No,0
Silver,SOHO,4210,5,2.0,,7,117.17,0.0,117.17,23.43,No,0
Silver,SOHO,4210,5,1.0,,6,130.0,0.0,130.0,26.0,No,0
Bronze,SOHO,4210,7,1.0,,8,159.83,0.0,159.83,22.83,No,0
Silver,SOHO,4210,18,3.0,,21,164.83,0.0,164.83,9.16,No,0
Bronze,SOHO,4210,6,,,6,57.0,0.0,57.0,9.5,No,0
Bronze,VSE,4210,1,,,1,59.83,0.0,59.83,59.83,No,0
Bronze,SOHO,4210,4,2.0,,6,61.0,0.0,61.0,15.25,No,0
Bronze,SOHO,4210,5,,,5,63.5,0.0,63.5,12.7,No,0
SME,SME,4210,18,13.0,,31,368.33,0.0,368.33,20.46,No,0
SME,SME,4210,27,6.0,,33,463.83,0.0,463.83,17.18,Yes,1
Silver,SOHO,4210,9,,,9,239.0,0.0,239.0,26.56,No,0
Bronze,SOHO,4210,2,5.0,,7,42.33,0.0,42.33,21.17,No,0
Lead,SOHO,4210,2,,,2,44.17,0.0,44.17,22.09,No,0
Bronze,SOHO,4210,2,1.0,,3,44.67,0.0,44.67,22.34,Yes,1
Bronze,SOHO,4210,1,2.0,,3,51.83,0.0,51.83,51.83,No,0
Bronze,SOHO,4210,1,,,1,52.67,0.0,52.67,52.67,No,0
