CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Bronze,SOHO,6300,3,,,3,42.67,0.0,42.67,14.22,Yes,1
Silver,VSE,6300,1,18.0,,19,44.33,0.0,44.33,44.33,No,0
Bronze,SOHO,6300,5,,,5,45.67,0.0,45.67,9.13,No,0
Bronze,SOHO,6300,3,,,3,47.0,0.0,47.0,15.67,No,0
Bronze,SOHO,6300,4,,,4,47.6,0.0,47.6,11.9,No,0
Bronze,SOHO,6300,5,3.0,,8,48.5,0.0,48.5,9.7,No,0
Bronze,SOHO,6300,3,2.0,,5,48.5,0.0,48.5,16.17,No,0
Bronze,SOHO,6300,3,,,3,50.67,0.0,50.67,16.89,No,0
Bronze,SOHO,6300,4,2.0,,6,50.67,0.0,50.67,12.67,No,0
Bronze,SOHO,6300,5,2.0,,7,51.5,0.0,51.5,10.3,No,0
Bronze,SOHO,6300,5,1.0,,6,51.5,0.0,51.5,10.3,Yes,1
Bronze,SOHO,6300,7,1.0,,8,51.83,0.0,51.83,7.4,No,0
Iron,SOHO,6300,7,,,7,52.33,0.0,52.33,7.48,No,0
Bronze,SOHO,6300,6,2.0,,8,53.67,0.0,53.67,8.95,No,0
Bronze,SOHO,6300,3,,,3,53.83,0.0,53.83,17.94,No,0
Bronze,SOHO,6300,6,,,6,54.67,0.0,54.67,9.11,No,0
Bronze,SOHO,6300,6,2.0,,8,55.0,0.0,55.0,9.17,No,0
Bronze,SOHO,6300,1,1.0,,2,56.17,0.0,56.17,56.17,No,0
Bronze,SOHO,6300,4,,,4,58.0,0.0,58.0,14.5,No,0
Bronze,SOHO,6300,5,2.0,,7,58.67,0.0,58.67,11.73,No,0
Bronze,SOHO,6300,4,,,4,58.83,0.0,58.83,14.71,No,0
Bronze,SOHO,6300,5,,,5,60.5,0.0,60.5,12.1,No,0
Bronze,SOHO,6300,2,1.0,,3,60.67,0.0,60.67,30.34,No,0
Bronze,SOHO,6300,6,,,6,61.0,0.0,61.0,10.17,No,0
Gold,VSE,6300,3,8.0,,11,62.33,0.0,62.33,20.78,No,0
Bronze,SOHO,6300,3,1.0,,4,62.5,0.0,62.5,20.83,No,0
Bronze,SOHO,6300,4,,,4,62.67,0.0,62.67,15.67,No,0
Bronze,SOHO,6300,3,,,3,63.17,0.0,63.17,21.06,No,0
Bronze,SOHO,6300,5,,,5,63.83,0.0,63.83,12.77,No,0
Silver,SOHO,6300,6,3.0,,9,64.83,0.0,64.83,10.81,No,0
Bronze,SOHO,6300,5,,,5,64.83,0.0,64.83,12.97,No,0
Bronze,SOHO,6300,3,,,3,65.17,0.0,65.17,21.72,No,0
Bronze,SOHO,6300,5,1.0,,6,65.83,0.0,65.83,13.17,No,0
Bronze,SOHO,6300,4,,,4,66.33,0.0,66.33,16.58,No,0
