CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Bronze,SOHO,4190,4,,,4,57.67,0.0,57.67,14.42,No,0
Silver,SOHO,4190,13,,5.0,18,161.5,0.0,161.5,12.42,No,0
Gold,SOHO,4190,14,,,14,184.0,0.0,184.0,13.14,No,0
Gold,VSE,4190,9,4.0,,13,204.5,0.0,204.5,22.72,No,0
Bronze,SOHO,4190,8,1.0,,9,214.33,0.0,214.33,26.79,No,0
Gold,VSE,4190,11,,,11,220.67,0.0,220.67,20.06,No,0
Gold,VSE,4190,6,,,6,227.33,0.0,227.33,37.89,No,0
Silver,SOHO,4190,12,2.0,,14,230.5,0.0,230.5,19.21,No,0
Platinum,VSE,4190,26,,2.0,28,492.17,0.0,492.17,18.93,No,0
Bronze,SOHO,4190,3,,,3,72.17,0.0,72.17,24.06,No,0
Bronze,SOHO,4190,6,,,6,97.83,0.0,97.83,16.31,No,0
Bronze,SOHO,4190,5,,,5,99.0,0.0,99.0,19.8,No,0
Silver,VSE,4190,4,2.0,,6,130.17,0.0,130.17,32.54,No,0
Bronze,SOHO,4190,3,,,3,58.67,0.0,58.67,19.56,No,0
Bronze,SOHO,4190,3,3.0,,6,42.67,0.0,42.67,14.22,No,0
Bronze,SOHO,4190,3,1.0,,4,44.83,0.0,44.83,14.94,No,0
Bronze,SOHO,4190,3,,,3,45.67,0.0,45.67,15.22,No,0
Bronze,SOHO,4190,2,1.0,,3,46.5,0.0,46.5,23.25,No,0
Bronze,SOHO,4190,4,,,4,48.67,0.0,48.67,12.17,No,0
Bronze,SOHO,4190,5,,,5,54.17,0.0,54.17,10.83,No,0
Bronze,SOHO,4190,2,1.0,,3,55.5,0.0,55.5,27.75,No,0
