CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Bronze,SOHO,4400,1,2.0,,3,40.17,0.0,40.17,40.17,No,0
Iron,SOHO,4400,4,,,4,41.0,0.0,41.0,10.25,Yes,1
Iron,SOHO,4400,2,,,2,41.33,0.0,41.33,20.67,No,0
Iron,SOHO,4400,3,,,3,41.33,0.0,41.33,13.78,No,0
Bronze,SOHO,4400,3,1.0,,4,41.5,0.0,41.5,13.83,No,0
Bronze,SOHO,4400,2,1.0,,3,41.5,0.0,41.5,20.75,No,0
Bronze,SOHO,4400,4,,,4,41.83,0.0,41.83,10.46,No,0
Bronze,SOHO,4400,3,,,3,42.0,0.0,42.0,14.0,No,0
Bronze,SOHO,4400,3,1.0,,4,42.17,0.0,42.17,14.06,Yes,1
Iron,VSE,4400,1,33.0,,34,42.5,0.0,42.5,42.5,No,0
Bronze,SOHO,4400,4,1.0,,5,42.83,0.0,42.83,10.71,No,0
Bronze,SOHO,4400,5,6.0,,11,43.33,0.0,43.33,8.67,No,0
Iron,SOHO,4400,3,3.0,,6,43.5,0.0,43.5,14.5,No,0
Bronze,SOHO,4400,3,2.0,,5,44.17,0.0,44.17,14.72,No,0
Bronze,SOHO,4400,3,,,3,45.17,0.0,45.17,15.06,No,0
Bronze,SOHO,4400,4,2.0,,6,45.17,0.0,45.17,11.29,No,0
Bronze,SOHO,4400,4,2.0,,6,46.0,0.0,46.0,11.5,No,0
Iron,SOHO,4400,3,,,3,46.0,0.0,46.0,15.33,No,0
Bronze,SOHO,4400,3,,,3,46.17,0.0,46.17,15.39,No,0
Bronze,SOHO,4400,3,1.0,,4,46.33,0.0,46.33,15.44,No,0
Bronze,SOHO,4400,6,13.0,,19,47.0,0.0,47.0,7.83,No,0
Bronze,SOHO,4400,4,2.0,,6,47.0,0.0,47.0,11.75,No,0
Bronze,SOHO,4400,3,1.0,,4,47.17,0.0,47.17,15.72,No,0
Iron,SOHO,4400,4,,,4,47.5,0.0,47.5,11.88,No,0
Bronze,SOHO,4400,5,2.0,,7,47.67,0.0,47.67,9.53,No,0
Bronze,SOHO,4400,4,1.0,,5,47.83,0.0,47.83,11.96,No,0
Bronze,SOHO,4400,6,1.0,,7,48.17,0.0,48.17,8.03,No,0
Bronze,SOHO,4400,2,,,2,48.33,0.0,48.33,24.17,No,0
Bronze,SOHO,4400,4,,,4,49.33,0.0,49.33,12.33,No,0
Bronze,SOHO,4400,2,,,2,49.67,0.0,49.67,24.84,No,0
Bronze,SOHO,4400,4,1.0,,5,49.83,0.0,49.83,12.46,No,0
Bronze,SOHO,4400,5,1.0,,6,51.0,0.0,51.0,10.2,No,0
Bronze,SOHO,4400,2,1.0,,3,51.67,0.0,51.67,25.84,No,0
Bronze,SOHO,4400,4,1.0,,5,51.83,0.0,51.83,12.96,No,0
Bronze,SOHO,4400,5,1.0,,6,52.0,0.0,52.0,10.4,No,0
Bronze,SOHO,4400,4,1.0,,5,52.17,0.0,52.17,13.04,No,0
Bronze,SOHO,4400,4,1.0,,5,52.33,0.0,52.33,13.08,No,0
Silver,SOHO,4400,3,1.0,,4,54.0,0.0,54.0,18.0,No,0
Iron,SOHO,4400,1,,,1,54.33,0.0,54.33,54.33,No,0
