CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Gold,VSE,4800,7,32.0,,39,54.33,0.0,54.33,7.76,No,0
SME,VSE,4800,8,,,8,95.0,0.0,95.0,11.88,No,0
Silver,SOHO,4800,12,,,12,166.17,0.0,166.17,13.85,Yes,1
Gold,VSE,4800,10,2.0,1.0,13,214.17,0.0,214.17,21.42,Yes,1
Platinum,VSE,4800,15,9.0,,24,356.5,0.0,356.5,23.77,No,0
Platinum,VSE,4800,31,,1.0,32,368.83,0.0,368.83,11.9,Yes,1
Platinum,VSE,4800,20,,,20,379.0,0.0,379.0,18.95,No,0
Silver,SOHO,4800,3,9.0,,12,69.5,0.0,69.5,23.17,No,0
Bronze,SOHO,4800,4,4.0,,8,70.83,0.0,70.83,17.71,No,0
Iron,SOHO,4800,4,,,4,72.5,0.0,72.5,18.13,No,0
Silver,SOHO,4800,4,5.0,,9,87.17,0.0,87.17,21.79,No,0
Bronze,SOHO,4800,1,,,1,88.83,0.0,88.83,88.83,Yes,1
Bronze,SOHO,4800,3,,,3,102.17,0.0,102.17,34.06,No,0
Bronze,SOHO,4800,4,,,4,105.17,0.0,105.17,26.29,No,0
Silver,SOHO,4800,5,1.0,,6,107.0,0.0,107.0,21.4,No,0
Bronze,SOHO,4800,5,,,5,123.67,0.0,123.67,24.73,No,0
Silver,SOHO,4800,2,8.0,,10,150.83,0.0,150.83,75.42,No,0
Bronze,SOHO,4800,6,,,6,157.17,0.0,157.17,26.2,No,0
Bronze,SOHO,4800,9,4.0,,13,167.67,0.0,167.67,18.63,No,0
Silver,SOHO,4800,10,,,10,195.83,0.0,195.83,19.58,No,0
Bronze,SOHO,4800,4,,,4,59.83,0.0,59.83,14.96,No,0
SME,SME,4800,22,2.0,,24,256.67,0.0,256.67,11.67,No,0
