CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Bronze,SOHO,4700,4,,,4,44.17,0.0,44.17,11.04,No,0
Silver,SOHO,4700,3,6.0,,9,44.5,0.0,44.5,14.83,No,0
Bronze,SOHO,4700,2,2.0,,4,49.5,0.0,49.5,24.75,Yes,1
Bronze,VSE,4700,5,,,5,57.5,0.0,57.5,11.5,No,0
Bronze,SOHO,4700,1,3.0,,4,61.67,0.0,61.67,61.67,No,0
Bronze,SOHO,4700,2,6.0,,8,63.5,0.0,63.5,31.75,No,0
Bronze,SOHO,4700,3,2.0,,5,73.17,0.0,73.17,24.39,No,0
Bronze,SOHO,4700,3,,,3,76.33,0.0,76.33,25.44,No,0
Silver,VSE,4700,5,,,5,104.83,0.0,104.83,20.97,No,0
Silver,SOHO,4700,11,11.0,,22,112.33,0.0,112.33,10.21,No,0
Silver,SOHO,4700,2,4.0,,6,149.5,0.0,149.5,74.75,No,0
Gold,VSE,4700,5,,,5,154.67,0.0,154.67,30.93,No,0
Silver,SOHO,4700,4,2.0,,6,155.17,0.0,155.17,38.79,No,0
Gold,VSE,4700,8,9.0,,17,160.17,0.0,160.17,20.02,No,0
Gold,VSE,4700,13,2.0,,15,162.67,0.0,162.67,12.51,No,0
Silver,SOHO,4700,7,3.0,,10,164.83,0.0,164.83,23.55,No,0
Silver,SOHO,4700,10,1.0,,11,173.5,0.0,173.5,17.35,No,0
Silver,SOHO,4700,5,3.0,,8,180.83,0.0,180.83,36.17,Yes,1
Gold,SOHO,4700,8,1.0,,9,184.83,0.0,184.83,23.1,No,0
Gold,SOHO,4700,3,,,3,190.33,0.0,190.33,63.44,No,0
Gold,VSE,4700,9,2.0,1.0,12,197.17,0.0,197.17,21.91,No,0
Gold,VSE,4700,10,3.0,,13,200.0,0.0,200.0,20.0,No,0
Gold,VSE,4700,8,7.0,,15,205.67,0.0,205.67,25.71,No,0
Gold,SOHO,4700,12,7.0,,19,210.0,0.0,210.0,17.5,Yes,1
Silver,SOHO,4700,16,,,16,215.83,0.0,215.83,13.49,No,0
Gold,VSE,4700,11,1.0,,12,217.67,0.0,217.67,19.79,No,0
Silver,VSE,4700,10,,,10,228.83,0.0,228.83,22.88,No,0
Gold,VSE,4700,15,5.0,,20,231.17,0.0,231.17,15.41,No,0
Gold,VSE,4700,14,3.0,,17,260.33,0.0,260.33,18.6,Yes,1
Gold,VSE,4700,15,7.0,,22,262.5,0.0,262.5,17.5,No,0
