CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Bronze,SOHO,4600,4,1.0,,5,42.83,0.0,42.83,10.71,Yes,1
Iron,SOHO,4600,2,,1.0,3,43.67,0.0,43.67,21.84,No,0
Bronze,SOHO,4600,4,9.0,,13,49.0,0.0,49.0,12.25,No,0
Bronze,SOHO,4600,3,,,3,49.67,0.0,49.67,16.56,No,0
Bronze,SOHO,4600,3,,,3,50.0,0.0,50.0,16.67,No,0
Bronze,SOHO,4600,5,,,5,52.0,0.0,52.0,10.4,No,0
Bronze,SOHO,4600,5,,,5,54.33,0.0,54.33,10.87,No,0
Bronze,SOHO,4600,6,,,6,54.83,0.0,54.83,9.14,No,0
Bronze,SOHO,4600,4,,,4,56.67,0.0,56.67,14.17,No,0
Bronze,SOHO,4600,7,1.0,,8,58.5,0.0,58.5,8.36,No,0
Bronze,SOHO,4600,2,1.0,,3,59.0,0.0,59.0,29.5,No,0
Bronze,SOHO,4600,4,,,4,61.17,0.0,61.17,15.29,No,0
Bronze,SOHO,4600,3,,,3,62.5,0.0,62.5,20.83,No,0
Bronze,SOHO,4600,4,2.0,,6,64.67,0.0,64.67,16.17,No,0
Bronze,SOHO,4600,3,18.0,,21,65.33,0.0,65.33,21.78,No,0
Bronze,SOHO,4600,6,,,6,73.83,0.0,73.83,12.31,No,0
Bronze,SOHO,4600,4,,,4,75.83,0.0,75.83,18.96,No,0
Bronze,SOHO,4600,6,3.0,,9,77.0,0.0,77.0,12.83,No,0
Bronze,SOHO,4600,4,,,4,77.17,0.0,77.17,19.29,No,0
Bronze,SOHO,4600,6,,,6,80.67,0.0,80.67,13.45,No,0
Bronze,SOHO,4600,4,,,4,82.5,0.0,82.5,20.63,No,0
Bronze,SOHO,4600,8,,,8,82.5,0.0,82.5,10.31,No,0
Bronze,SOHO,4600,4,5.0,,9,84.0,0.0,84.0,21.0,No,0
Bronze,SOHO,4600,4,1.0,,5,84.17,0.0,84.17,21.04,No,0
Platinum,VSE,4600,10,21.0,,31,84.33,0.0,84.33,8.43,No,0
Bronze,SOHO,4600,8,,,8,86.17,0.0,86.17,10.77,No,0
Bronze,SOHO,4600,3,1.0,,4,86.67,0.0,86.67,28.89,No,0
Bronze,SOHO,4600,7,,,7,87.0,0.0,87.0,12.43,No,0
Bronze,SOHO,4600,6,1.0,,7,89.5,0.0,89.5,14.92,No,0
Bronze,SOHO,4600,6,1.0,,7,89.5,0.0,89.5,14.92,No,0
Bronze,SOHO,4600,6,6.0,,12,91.17,0.0,91.17,15.2,No,0
Gold,VSE,4600,5,2.0,,7,98.17,0.0,98.17,19.63,No,0
Bronze,SOHO,4600,5,,,5,99.67,0.0,99.67,19.93,No,0
Bronze,SOHO,4600,6,1.0,,7,104.33,0.0,104.33,17.39,No,0
Bronze,SOHO,4600,6,1.0,,7,109.67,0.0,109.67,18.28,No,0
Bronze,SOHO,4600,8,6.0,,14,111.67,0.0,111.67,13.96,No,0
Silver,VSE,4600,9,3.0,,12,111.67,0.0,111.67,12.41,No,0
Bronze,SOHO,4600,5,1.0,,6,116.5,0.0,116.5,23.3,No,0
