CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Bronze,SOHO,4108,3,,,3,97.83,0.0,97.83,32.61,No,0
Silver,SOHO,4108,5,1.0,1.0,7,151.67,0.0,151.67,30.33,No,0
Bronze,SOHO,4108,2,,,2,66.67,0.0,66.67,33.34,No,0
Bronze,SOHO,4108,6,,,6,66.83,0.0,66.83,11.14,No,0
Bronze,SOHO,4108,4,3.0,,7,69.67,0.0,69.67,17.42,No,0
Iron,SOHO,4108,1,,,1,73.33,0.0,73.33,73.33,No,0
Bronze,SOHO,4108,6,,,6,92.0,0.0,92.0,15.33,No,0
Bronze,SOHO,4108,2,1.0,,3,105.33,0.0,105.33,52.67,No,0
Silver,SOHO,4108,8,1.0,,9,169.0,0.0,169.0,21.13,No,0
Silver,SOHO,4108,5,,,5,178.5,0.0,178.5,35.7,Yes,1
Silver,SOHO,4108,8,2.0,,10,212.0,0.0,212.0,26.5,Yes,1
Bronze,SOHO,4108,2,3.0,,5,63.17,0.0,63.17,31.59,Yes,1
Iron,SOHO,4108,5,,,5,40.17,0.0,40.17,8.03,No,0
Bronze,VSE,4108,4,,,4,51.17,0.0,51.17,12.79,No,0
Bronze,SOHO,4108,1,1.0,1.0,3,51.5,0.0,51.5,51.5,No,0
