CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Gold,VSE,6600,2,11.0,,13,40.17,0.0,40.17,20.09,No,0
Bronze,SOHO,6600,3,,,3,45.67,0.0,45.67,15.22,No,0
Bronze,SOHO,6600,3,,,3,47.0,0.0,47.0,15.67,No,0
Bronze,SOHO,6600,5,,,5,47.5,0.0,47.5,9.5,No,0
Iron,SOHO,6600,4,1.0,,5,48.33,0.0,48.33,12.08,No,0
Bronze,SOHO,6600,4,,,4,48.83,0.0,48.83,12.21,No,0
Bronze,SOHO,6600,6,1.0,,7,55.5,0.0,55.5,9.25,No,0
Bronze,SOHO,6600,5,,,5,55.67,0.0,55.67,11.13,No,0
Bronze,SOHO,6600,5,,,5,57.5,0.0,57.5,11.5,No,0
Bronze,SOHO,6600,3,2.0,,5,57.5,0.0,57.5,19.17,No,0
Bronze,SOHO,6600,3,,,3,57.83,0.0,57.83,19.28,No,0
Bronze,SOHO,6600,6,1.0,,7,58.33,0.0,58.33,9.72,No,0
Bronze,SOHO,6600,5,2.0,,7,59.0,0.0,59.0,11.8,No,0
Bronze,SOHO,6600,2,2.0,,4,59.33,0.0,59.33,29.67,No,0
Bronze,SOHO,6600,4,,,4,60.33,0.0,60.33,15.08,No,0
Silver,VSE,6600,4,1.0,,5,60.5,0.0,60.5,15.13,No,0
Bronze,SOHO,6600,4,,,4,62.33,0.0,62.33,15.58,No,0
Bronze,SOHO,6600,3,,,3,62.5,0.0,62.5,20.83,No,0
Bronze,SOHO,6600,3,,,3,65.17,0.0,65.17,21.72,No,0
Bronze,SOHO,6600,3,,,3,65.33,0.0,65.33,21.78,No,0
Bronze,VSE,6600,2,2.0,,4,67.83,0.0,67.83,33.92,Yes,1
Bronze,SOHO,6600,5,6.0,2.0,13,68.5,0.0,68.5,13.7,No,0
Bronze,SOHO,6600,3,,,3,69.5,0.0,69.5,23.17,No,0
