CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Silver,SOHO,4101,8,1.0,,9,103.0,0.0,103.0,12.88,No,0
Bronze,SOHO,4101,6,,,6,118.33,0.0,118.33,19.72,No,0
Gold,SOHO,4101,11,,,11,133.33,0.0,133.33,12.12,No,0
Gold,SOHO,4101,8,,,8,163.67,0.0,163.67,20.46,No,0
Bronze,SOHO,4101,1,,,1,68.83,0.0,68.83,68.83,No,0
Bronze,SOHO,4101,6,,,6,75.17,0.0,75.17,12.53,No,0
Bronze,SOHO,4101,3,,,3,80.0,0.0,80.0,26.67,No,0
Bronze,SOHO,4101,5,2.0,,7,81.0,0.0,81.0,16.2,No,0
Bronze,SOHO,4101,7,2.0,,9,99.17,0.0,99.17,14.17,No,0
Bronze,SOHO,4101,5,,,5,111.0,0.0,111.0,22.2,No,0
Bronze,SOHO,4101,10,1.0,,11,111.5,0.0,111.5,11.15,No,0
Bronze,SOHO,4101,5,,,5,132.5,0.0,132.5,26.5,No,0
Silver,SOHO,4101,11,5.0,,16,138.17,0.0,138.17,12.56,No,0
Bronze,SOHO,4101,4,1.0,,5,187.17,0.0,187.17,46.79,No,0
Silver,SOHO,4101,12,19.0,,31,195.17,0.0,195.17,16.26,No,0
Platinum,VSE,4101,30,,,30,445.67,0.0,445.67,14.86,No,0
Platinum,VSE,4101,11,1.0,1.0,13,424.67,0.0,424.67,38.61,No,0
Bronze,SOHO,4101,1,1.0,,2,40.83,0.0,40.83,40.83,No,0
Iron,SOHO,4101,3,1.0,,4,46.0,0.0,46.0,15.33,No,0
Bronze,SOHO,4101,2,,,2,46.5,0.0,46.5,23.25,No,0
Bronze,SOHO,4101,3,,,3,47.33,0.0,47.33,15.78,Yes,1
Iron,SOHO,4101,5,,,5,56.0,0.0,56.0,11.2,No,0
