CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Iron,SOHO,4230,4,,,4,40.67,0.0,40.67,10.17,No,0
Bronze,SOHO,4230,4,1.0,,5,41.17,0.0,41.17,10.29,No,0
Bronze,SOHO,4230,3,2.0,,5,46.67,0.0,46.67,15.56,No,0
Bronze,SOHO,4230,6,5.0,,11,47.67,0.0,47.67,7.95,No,0
Bronze,SOHO,4230,6,,,6,49.0,0.0,49.0,8.17,No,0
Bronze,SOHO,4230,3,5.0,,8,51.0,0.0,51.0,17.0,No,0
Bronze,SOHO,4230,5,,,5,51.33,0.0,51.33,10.27,No,0
Bronze,SOHO,4230,4,,,4,58.83,0.0,58.83,14.71,No,0
Bronze,SOHO,4230,3,3.0,,6,58.83,0.0,58.83,19.61,No,0
Silver,VSE,4230,4,26.0,,30,61.83,0.0,61.83,15.46,No,0
Bronze,SOHO,4230,9,,,9,63.83,0.0,63.83,7.09,No,0
Bronze,SOHO,4230,5,2.0,,7,67.67,0.0,67.67,13.53,No,0
Silver,SOHO,4230,1,4.0,,5,70.33,0.0,70.33,70.33,Yes,1
Bronze,SOHO,4230,8,,,8,71.33,0.0,71.33,8.92,No,0
Bronze,SOHO,4230,6,,,6,73.0,0.0,73.0,12.17,No,0
Bronze,SOHO,4230,3,,,3,73.33,0.0,73.33,24.44,No,0
Silver,SOHO,4230,4,,,4,75.0,0.0,75.0,18.75,No,0
Bronze,SOHO,4230,4,2.0,,6,77.17,0.0,77.17,19.29,No,0
Bronze,SOHO,4230,6,,,6,82.33,0.0,82.33,13.72,No,0
Bronze,SOHO,4230,9,1.0,,10,83.83,0.0,83.83,9.31,No,0
Bronze,SOHO,4230,4,2.0,,6,86.33,0.0,86.33,21.58,No,0
Silver,SOHO,4230,9,,,9,88.17,0.0,88.17,9.8,No,0
Silver,SOHO,4230,6,5.0,,11,89.33,0.0,89.33,14.89,No,0
Bronze,SOHO,4230,4,,,4,90.0,0.0,90.0,22.5,No,0
Bronze,SOHO,4230,6,,,6,90.33,0.0,90.33,15.06,No,0
Bronze,SOHO,4230,4,,,4,91.67,0.0,91.67,22.92,No,0
Silver,SOHO,4230,6,,,6,95.5,0.0,95.5,15.92,No,0
Bronze,SOHO,4230,5,1.0,,6,96.33,0.0,96.33,19.27,No,0
Silver,SOHO,4230,5,,,5,98.17,0.0,98.17,19.63,No,0
Bronze,SOHO,4230,9,,,9,103.17,0.0,103.17,11.46,No,0
Silver,SOHO,4230,4,,,4,104.5,0.0,104.5,26.13,No,0
Bronze,SOHO,4230,9,,,9,106.67,0.0,106.67,11.85,Yes,1
Gold,VSE,4230,6,4.0,,10,108.83,0.0,108.83,18.14,No,0
Bronze,SOHO,4230,5,,,5,111.0,0.0,111.0,22.2,No,0
Bronze,SOHO,4230,6,3.0,,9,116.67,0.0,116.67,19.45,No,0
Bronze,SOHO,4230,6,,,6,118.5,0.0,118.5,19.75,No,0
Silver,SOHO,4230,8,2.0,,10,122.33,0.0,122.33,15.29,Yes,1
Silver,SOHO,4230,12,,,12,124.33,0.0,124.33,10.36,No,0
Silver,SOHO,4230,3,1.0,,4,124.83,0.0,124.83,41.61,No,0
Silver,SOHO,4230,6,2.0,,8,125.33,0.0,125.33,20.89,No,0
Bronze,VSE,4230,10,1.0,,11,138.5,0.0,138.5,13.85,No,0
Platinum,VSE,4230,4,,,4,141.0,0.0,141.0,35.25,No,0
Silver,SOHO,4230,7,,,7,141.17,0.0,141.17,20.17,No,0
Silver,SOHO,4230,11,,,11,141.67,0.0,141.67,12.88,No,0
Gold,VSE,4230,4,3.0,,7,146.67,0.0,146.67,36.67,No,0
Silver,SOHO,4230,11,3.0,,14,148.33,0.0,148.33,13.48,No,0
Silver,VSE,4230,11,,,11,150.33,0.0,150.33,13.67,No,0
Gold,VSE,4230,6,,1.0,7,151.67,0.0,151.67,25.28,No,0
Silver,SOHO,4230,17,,,17,153.5,0.0,153.5,9.03,No,0
Silver,SOHO,4230,10,,,10,155.5,0.0,155.5,15.55,Yes,1
Gold,VSE,4230,11,,,11,162.17,0.0,162.17,14.74,No,0
Silver,VSE,4230,15,,,15,165.17,0.0,165.17,11.01,No,0
Gold,SOHO,4230,3,2.0,,5,176.0,0.0,176.0,58.67,No,0
Bronze,SOHO,4230,5,,,5,99.33,79.5,178.83,19.87,No,0
Silver,SOHO,4230,31,,,31,185.17,0.0,185.17,5.97,No,0
Silver,SOHO,4230,28,2.0,,30,185.17,0.0,185.17,6.61,No,0
Silver,SOHO,4230,8,1.0,,9,187.67,0.0,187.67,23.46,Yes,1
Silver,SOHO,4230,9,5.0,,14,188.5,0.0,188.5,20.94,No,0
Gold,VSE,4230,13,,,13,191.0,0.0,191.0,14.69,Yes,1
Silver,SOHO,4230,22,1.0,,23,198.33,0.0,198.33,9.02,No,0
Silver,SOHO,4230,5,,,5,206.4,0.0,206.4,41.28,No,0
Gold,SOHO,4230,10,3.0,,13,206.5,0.0,206.5,20.65,No,0
Gold,SOHO,4230,6,2.0,,8,207.0,0.0,207.0,34.5,No,0
Silver,SOHO,4230,55,1.0,,56,209.5,0.0,209.5,3.81,No,0
Silver,SOHO,4230,23,6.0,4.0,33,213.67,0.0,213.67,9.29,Yes,1
Gold,VSE,4230,10,2.0,,12,219.5,0.0,219.5,21.95,No,0
Silver,VSE,4230,3,1.0,,4,220.5,0.0,220.5,73.5,No,0
Gold,VSE,4230,13,,,13,227.0,0.0,227.0,17.46,No,0
Gold,VSE,4230,11,2.0,,13,231.17,0.0,231.17,21.02,No,0
Gold,SOHO,4230,15,2.0,,17,233.67,0.0,233.67,15.58,No,0
Gold,VSE,4230,18,2.0,,20,235.0,0.0,235.0,13.06,No,0
Gold,VSE,4230,4,5.0,,9,235.33,0.0,235.33,58.83,No,0
Gold,VSE,4230,30,3.0,1.0,34,237.5,0.0,237.5,7.92,No,0
Gold,SOHO,4230,19,,,19,244.17,0.0,244.17,12.85,No,0
Silver,SOHO,4230,10,,,10,250.83,0.0,250.83,25.08,No,0
Platinum,VSE,4230,12,1.0,,13,252.0,0.0,252.0,21.0,No,0
Gold,VSE,4230,21,3.0,,24,252.33,0.0,252.33,12.02,No,0
Gold,SOHO,4230,17,3.0,,20,255.17,0.0,255.17,15.01,No,0
Silver,SOHO,4230,11,3.0,,14,255.83,0.0,255.83,23.26,No,0
Gold,SOHO,4230,44,1.0,,45,266.0,0.0,266.0,6.05,Yes,1
Gold,VSE,4230,22,4.0,,26,269.67,0.0,269.67,12.26,No,0
Gold,VSE,4230,15,4.0,,19,277.83,0.0,277.83,18.52,No,0
Gold,SOHO,4230,9,1.0,,10,278.67,0.0,278.67,30.96,Yes,1
Gold,VSE,4230,12,,1.0,13,280.0,0.0,280.0,23.33,No,0
Platinum,VSE,4230,25,2.0,,27,281.67,0.0,281.67,11.27,Yes,1
Gold,VSE,4230,12,3.0,,15,284.5,0.0,284.5,23.71,No,0
Gold,VSE,4230,8,,,8,294.67,0.0,294.67,36.83,No,0
Gold,VSE,4230,19,3.0,,22,299.67,0.0,299.67,15.77,No,0
Gold,VSE,4230,15,1.0,,16,304.17,0.0,304.17,20.28,Yes,1
Platinum,VSE,4230,17,,,17,310.17,0.0,310.17,18.25,No,0
Gold,VSE,4230,21,1.0,,22,323.17,0.0,323.17,15.39,No,0
Platinum,VSE,4230,17,,,17,358.5,0.0,358.5,21.09,No,0
Platinum,VSE,4230,18,,,18,373.67,0.0,373.67,20.76,No,0
