CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Bronze,SOHO,4180,7,,,7,81.17,0.0,81.17,11.6,No,0
Bronze,SOHO,4180,8,4.0,,12,86.33,0.0,86.33,10.79,No,0
Bronze,SOHO,4180,5,,,5,97.5,0.0,97.5,19.5,No,0
Silver,SOHO,4180,6,,,6,121.5,0.0,121.5,20.25,No,0
Silver,SOHO,4180,13,,,13,128.67,0.0,128.67,9.9,No,0
Silver,SOHO,4180,10,3.0,1.0,14,130.5,0.0,130.5,13.05,Yes,1
Gold,SOHO,4180,6,7.0,,13,144.0,0.0,144.0,24.0,No,0
Silver,SOHO,4180,7,,,7,146.0,0.0,146.0,20.86,No,0
Silver,SOHO,4180,15,1.0,1.0,17,188.33,0.0,188.33,12.56,No,0
Silver,SOHO,4180,6,,,6,196.0,0.0,196.0,32.67,No,0
Silver,SOHO,4180,3,,,3,196.5,0.0,196.5,65.5,No,0
Gold,SOHO,4180,8,2.0,1.0,11,217.5,0.0,217.5,27.19,No,0
Gold,VSE,4180,19,,,19,238.83,0.0,238.83,12.57,Yes,1
Gold,SOHO,4180,7,,,7,256.67,0.0,256.67,36.67,No,0
Gold,VSE,4180,16,4.0,,20,286.0,0.0,286.0,17.88,No,0
Gold,VSE,4180,15,7.0,,22,298.0,0.0,298.0,19.87,No,0
Platinum,VSE,4180,28,,,28,372.33,0.0,372.33,13.3,No,0
Bronze,SOHO,4180,5,,,5,64.17,0.0,64.17,12.83,No,0
Bronze,SOHO,4180,2,,,2,79.0,0.0,79.0,39.5,No,0
Silver,SOHO,4180,7,4.0,,11,80.33,0.0,80.33,11.48,No,0
Bronze,SOHO,4180,7,1.0,,8,85.83,0.0,85.83,12.26,No,0
Bronze,SOHO,4180,6,,,6,103.17,0.0,103.17,17.2,No,0
Silver,SOHO,4180,6,,,6,121.0,0.0,121.0,20.17,No,0
Bronze,SOHO,4180,7,,,7,121.0,0.0,121.0,17.29,No,0
Silver,SOHO,4180,3,,,3,126.17,0.0,126.17,42.06,No,0
Silver,SOHO,4180,12,,,12,150.17,0.0,150.17,12.51,No,0
Gold,SOHO,4180,13,,,13,202.17,0.0,202.17,15.55,No,0
Gold,SOHO,4180,24,1.0,,25,229.5,0.0,229.5,9.56,No,0
Bronze,SOHO,4180,5,,,5,42.67,0.0,42.67,8.53,No,0
Bronze,SOHO,4180,1,,,1,53.5,0.0,53.5,53.5,No,0
