CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Bronze,SOHO,6400,3,,,3,40.17,0.0,40.17,13.39,No,0
Bronze,SOHO,6400,4,2.0,,6,42.33,0.0,42.33,10.58,No,0
Bronze,SOHO,6400,4,,,4,43.67,0.0,43.67,10.92,No,0
Bronze,SOHO,6400,4,,,4,43.67,0.0,43.67,10.92,No,0
Bronze,SOHO,6400,1,,3.0,4,44.33,0.0,44.33,44.33,No,0
Lead,SOHO,6400,4,1.0,,5,44.5,0.0,44.5,11.13,No,0
Bronze,SOHO,6400,2,2.0,,4,46.33,0.0,46.33,23.17,No,0
Bronze,SOHO,6400,3,,,3,46.5,0.0,46.5,15.5,No,0
Bronze,SOHO,6400,4,,,4,47.33,0.0,47.33,11.83,No,0
Iron,SOHO,6400,7,,,7,48.17,0.0,48.17,6.88,No,0
Bronze,SOHO,6400,5,2.0,,7,48.17,0.0,48.17,9.63,No,0
Bronze,SOHO,6400,4,1.0,,5,48.33,0.0,48.33,12.08,No,0
Bronze,SOHO,6400,3,,,3,48.5,0.0,48.5,16.17,No,0
Bronze,SOHO,6400,3,1.0,,4,50.33,0.0,50.33,16.78,No,0
Lead,SOHO,6400,6,,,6,51.17,0.0,51.17,8.53,No,0
Silver,SOHO,6400,2,2.0,1.0,5,53.33,0.0,53.33,26.67,No,0
Bronze,SOHO,6400,3,,,3,54.67,0.0,54.67,18.22,No,0
Bronze,SOHO,6400,5,2.0,,7,54.67,0.0,54.67,10.93,No,0
Bronze,SOHO,6400,2,1.0,,3,55.33,0.0,55.33,27.67,No,0
Gold,VSE,6400,2,3.0,,5,56.83,0.0,56.83,28.42,No,0
Bronze,SOHO,6400,2,5.0,,7,57.5,0.0,57.5,28.75,No,0
Bronze,SOHO,6400,3,,,3,59.17,0.0,59.17,19.72,No,0
Bronze,SOHO,6400,2,1.0,,3,59.33,0.0,59.33,29.67,No,0
Bronze,SOHO,6400,4,1.0,,5,59.5,0.0,59.5,14.88,No,0
Bronze,SOHO,6400,4,1.0,,5,60.0,0.0,60.0,15.0,No,0
Bronze,SOHO,6400,6,1.0,,7,60.33,0.0,60.33,10.06,No,0
Bronze,SOHO,6400,4,2.0,,6,62.83,0.0,62.83,15.71,No,0
Bronze,SOHO,6400,6,,,6,62.83,0.0,62.83,10.47,No,0
Bronze,SOHO,6400,4,,,4,63.67,0.0,63.67,15.92,No,0
Bronze,SOHO,6400,8,,,8,63.83,0.0,63.83,7.98,No,0
Bronze,SOHO,6400,6,,,6,64.83,0.0,64.83,10.81,No,0
Bronze,SOHO,6400,4,,,4,65.5,0.0,65.5,16.38,No,0
Bronze,SOHO,6400,1,,,1,65.67,0.0,65.67,65.67,No,0
Bronze,SOHO,6400,7,1.0,,8,66.5,0.0,66.5,9.5,No,0
Bronze,SOHO,6400,3,,,3,66.5,0.0,66.5,22.17,No,0
Bronze,SOHO,6400,3,,,3,66.67,0.0,66.67,22.22,Yes,1
Bronze,SOHO,6400,3,1.0,,4,67.17,0.0,67.17,22.39,No,0
Bronze,SOHO,6400,6,,,6,67.5,0.0,67.5,11.25,No,0
Gold,SOHO,6400,6,1.0,,7,68.33,0.0,68.33,11.39,No,0
Bronze,SOHO,6400,8,,,8,69.33,0.0,69.33,8.67,No,0
Bronze,SOHO,6400,6,,,6,70.67,0.0,70.67,11.78,No,0
Bronze,SOHO,6400,3,,,3,72.17,0.0,72.17,24.06,No,0
Silver,SOHO,6400,5,,,5,72.5,0.0,72.5,14.5,No,0
Bronze,SOHO,6400,4,1.0,,5,72.83,0.0,72.83,18.21,No,0
Bronze,SOHO,6400,8,2.0,,10,73.0,0.0,73.0,9.13,No,0
Bronze,SOHO,6400,3,,,3,73.33,0.0,73.33,24.44,No,0
Bronze,SOHO,6400,5,,,5,73.33,0.0,73.33,14.67,No,0
Bronze,SOHO,6400,4,,,4,73.5,0.0,73.5,18.38,No,0
Bronze,SOHO,6400,5,2.0,,7,73.5,0.0,73.5,14.7,No,0
Silver,SOHO,6400,2,,,2,74.17,0.0,74.17,37.09,No,0
Bronze,SOHO,6400,3,3.0,,6,74.33,0.0,74.33,24.78,No,0
Bronze,SOHO,6400,5,2.0,,7,74.67,0.0,74.67,14.93,Yes,1
Bronze,SOHO,6400,6,,,6,75.0,0.0,75.0,12.5,No,0
Bronze,SOHO,6400,4,1.0,,5,75.5,0.0,75.5,18.88,No,0
Bronze,SOHO,6400,5,,,5,75.83,0.0,75.83,15.17,No,0
Bronze,SOHO,6400,3,5.0,,8,76.0,0.0,76.0,25.33,No,0
Bronze,SOHO,6400,8,,,8,76.67,0.0,76.67,9.58,No,0
Bronze,SOHO,6400,4,5.0,,9,77.67,0.0,77.67,19.42,No,0
Bronze,SOHO,6400,3,,,3,78.33,0.0,78.33,26.11,No,0
Bronze,VSE,6400,9,,,9,78.83,0.0,78.83,8.76,No,0
Bronze,SOHO,6400,5,,,5,79.83,0.0,79.83,15.97,No,0
Bronze,SOHO,6400,8,2.0,,10,79.83,0.0,79.83,9.98,No,0
Bronze,SOHO,6400,3,,,3,80.0,0.0,80.0,26.67,No,0
Bronze,SOHO,6400,6,,,6,81.33,0.0,81.33,13.56,No,0
Bronze,SOHO,6400,4,,,4,81.83,0.0,81.83,20.46,No,0
Bronze,SOHO,6400,3,,,3,81.83,0.0,81.83,27.28,No,0
Silver,VSE,6400,5,1.0,,6,82.33,0.0,82.33,16.47,No,0
Bronze,SOHO,6400,5,,,5,82.67,0.0,82.67,16.53,No,0
Bronze,SOHO,6400,7,1.0,,8,83.67,0.0,83.67,11.95,No,0
Bronze,SOHO,6400,6,1.0,1.0,8,84.17,0.0,84.17,14.03,No,0
Bronze,SOHO,6400,5,1.0,,6,84.33,0.0,84.33,16.87,No,0
Bronze,SOHO,6400,9,1.0,,10,85.83,0.0,85.83,9.54,No,0
Bronze,SOHO,6400,4,2.0,,6,86.0,0.0,86.0,21.5,No,0
Bronze,SOHO,6400,7,2.0,,9,86.17,0.0,86.17,12.31,No,0
Bronze,SOHO,6400,7,4.0,,11,87.33,0.0,87.33,12.48,No,0
Bronze,SOHO,6400,4,3.0,,7,87.33,0.0,87.33,21.83,No,0
Bronze,SOHO,6400,7,,,7,88.17,0.0,88.17,12.6,No,0
Bronze,SOHO,6400,5,1.0,,6,88.33,0.0,88.33,17.67,No,0
Bronze,SOHO,6400,4,,,4,88.83,0.0,88.83,22.21,No,0
Bronze,SOHO,6400,4,,,4,89.33,0.0,89.33,22.33,No,0
Bronze,SOHO,6400,6,2.0,,8,90.67,0.0,90.67,15.11,No,0
Bronze,SOHO,6400,4,19.0,,23,91.67,0.0,91.67,22.92,No,0
Bronze,SOHO,6400,1,11.0,,12,91.67,0.0,91.67,91.67,No,0
Bronze,SOHO,6400,4,,,4,93.0,0.0,93.0,23.25,No,0
Bronze,SOHO,6400,4,,,4,93.17,0.0,93.17,23.29,No,0
Bronze,SOHO,6400,3,,,3,94.0,0.0,94.0,31.33,No,0
