CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Bronze,SOHO,4001,3,3.0,,6,55.83,0.0,55.83,18.61,No,0
Bronze,SOHO,4001,3,3.0,,6,61.0,0.0,61.0,20.33,No,0
Bronze,SOHO,4001,5,,,5,72.0,0.0,72.0,14.4,No,0
Silver,SOHO,4001,1,1.0,,2,92.33,0.0,92.33,92.33,No,0
Bronze,SOHO,4001,5,4.0,,9,106.33,0.0,106.33,21.27,No,0
Silver,SOHO,4001,4,4.0,1.0,9,117.0,0.0,117.0,29.25,No,0
Bronze,SOHO,4001,5,1.0,,6,90.83,32.67,123.5,18.17,No,0
Silver,SOHO,4001,7,4.0,,11,130.83,0.0,130.83,18.69,No,0
Silver,SOHO,4001,9,,,9,137.83,0.0,137.83,15.31,Yes,1
Gold,SOHO,4001,9,10.0,,19,156.5,0.0,156.5,17.39,No,0
Silver,VSE,4001,6,3.0,,9,183.0,0.0,183.0,30.5,Yes,1
Gold,SOHO,4001,3,4.0,,7,185.67,0.0,185.67,61.89,Yes,1
Gold,VSE,4001,14,,,14,240.67,0.0,240.67,17.19,No,0
Gold,VSE,4001,12,4.0,2.0,18,252.17,0.0,252.17,21.01,Yes,1
Gold,VSE,4001,7,,,7,274.5,0.0,274.5,39.21,No,0
Gold,VSE,4001,12,,,12,322.5,0.0,322.5,26.88,No,0
Platinum,VSE,4001,12,1.0,1.0,14,329.17,0.0,329.17,27.43,No,0
Bronze,SOHO,4001,4,,,4,68.67,0.0,68.67,17.17,No,0
Bronze,SOHO,4001,5,8.0,,13,70.17,0.0,70.17,14.03,No,0
Bronze,SOHO,4001,4,3.0,,7,73.5,0.0,73.5,18.38,No,0
Bronze,SOHO,4001,2,,,2,74.67,0.0,74.67,37.34,No,0
Bronze,SOHO,4001,6,1.0,,7,77.33,0.0,77.33,12.89,No,0
Bronze,SOHO,4001,3,,,3,79.0,0.0,79.0,26.33,No,0
Bronze,SOHO,4001,2,,,2,82.0,0.0,82.0,41.0,No,0
Bronze,SOHO,4001,5,1.0,,6,90.0,0.0,90.0,18.0,No,0
Bronze,SOHO,4001,4,,,4,90.5,0.0,90.5,22.63,No,0
Silver,SOHO,4001,4,,,4,96.0,0.0,96.0,24.0,No,0
Bronze,SOHO,4001,4,1.0,,5,100.17,0.0,100.17,25.04,No,0
Bronze,SOHO,4001,4,,,4,102.5,0.0,102.5,25.63,No,0
Silver,SOHO,4001,7,,,7,102.67,0.0,102.67,14.67,No,0
Bronze,SOHO,4001,5,,,5,103.33,0.0,103.33,20.67,No,0
Silver,SOHO,4001,10,3.0,,13,129.83,0.0,129.83,12.98,No,0
Bronze,SOHO,4001,4,2.0,,6,138.67,0.0,138.67,34.67,No,0
Silver,SOHO,4001,2,2.0,,4,180.67,0.0,180.67,90.34,No,0
SME,SME,4001,16,1.0,4.0,21,480.5,0.0,480.5,30.03,No,0
Iron,SOHO,4001,3,1.0,,4,40.5,0.0,40.5,13.5,Yes,1
Bronze,SOHO,4001,4,1.0,,5,40.67,0.0,40.67,10.17,No,0
Iron,SOHO,4001,2,1.0,,3,43.33,0.0,43.33,21.67,No,0
Bronze,SOHO,4001,2,1.0,,3,47.83,0.0,47.83,23.92,No,0
Bronze,SOHO,4001,2,4.0,,6,54.33,0.0,54.33,27.17,No,0
