CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Bronze,SOHO,6260,5,,,5,42.33,0.0,42.33,8.47,No,0
Bronze,SOHO,6260,2,,,2,42.33,0.0,42.33,21.17,No,0
Bronze,SOHO,6260,3,5.0,,8,47.17,0.0,47.17,15.72,No,0
Bronze,SOHO,6260,5,,,5,50.33,0.0,50.33,10.07,Yes,1
Bronze,SOHO,6260,4,4.0,,8,51.67,0.0,51.67,12.92,No,0
Bronze,SOHO,6260,3,,,3,52.83,0.0,52.83,17.61,No,0
Bronze,SOHO,6260,3,2.0,,5,56.83,0.0,56.83,18.94,No,0
Bronze,SOHO,6260,5,,,5,68.0,0.0,68.0,13.6,No,0
Silver,SOHO,6260,2,4.0,,6,74.0,0.0,74.0,37.0,No,0
Bronze,SOHO,6260,12,,,12,75.67,0.0,75.67,6.31,No,0
Bronze,SOHO,6260,6,1.0,,7,76.67,0.0,76.67,12.78,No,0
Bronze,SOHO,6260,4,,,4,77.33,0.0,77.33,19.33,No,0
Bronze,SOHO,6260,2,1.0,,3,92.83,0.0,92.83,46.42,No,0
Bronze,SOHO,6260,8,2.0,,10,95.5,0.0,95.5,11.94,No,0
Bronze,SOHO,6260,8,,,8,96.0,0.0,96.0,12.0,No,0
Silver,SOHO,6260,4,,,4,96.83,0.0,96.83,24.21,No,0
Bronze,SOHO,6260,6,5.0,,11,98.33,0.0,98.33,16.39,Yes,1
Silver,SOHO,6260,6,,,6,100.33,0.0,100.33,16.72,Yes,1
Gold,VSE,6260,6,1.0,,7,101.0,0.0,101.0,16.83,No,0
Bronze,SOHO,6260,7,3.0,,10,107.33,0.0,107.33,15.33,No,0
Silver,SOHO,6260,10,,,10,116.0,0.0,116.0,11.6,No,0
Silver,SOHO,6260,4,4.0,,8,119.0,0.0,119.0,29.75,No,0
Silver,SOHO,6260,10,1.0,,11,134.83,0.0,134.83,13.48,No,0
Bronze,SOHO,6260,6,,,6,138.67,0.0,138.67,23.11,No,0
Silver,SOHO,6260,9,,,9,199.0,0.0,199.0,22.11,No,0
Silver,VSE,6260,13,,,13,203.33,0.0,203.33,15.64,No,0
Gold,VSE,6260,6,,,6,204.17,0.0,204.17,34.03,No,0
Gold,VSE,6260,10,,,10,206.33,0.0,206.33,20.63,No,0
Silver,SOHO,6260,6,1.0,,7,211.33,0.0,211.33,35.22,No,0
Silver,SOHO,6260,6,4.0,,10,213.83,0.0,213.83,35.64,No,0
Gold,VSE,6260,17,1.0,,18,230.33,0.0,230.33,13.55,No,0
Gold,VSE,6260,9,,1.0,10,270.0,0.0,270.0,30.0,No,0
Gold,VSE,6260,13,2.0,,15,308.5,0.0,308.5,23.73,No,0
Gold,VSE,6260,19,2.0,1.0,22,316.0,0.0,316.0,16.63,No,0
Gold,VSE,6260,11,,,11,317.5,0.0,317.5,28.86,No,0
Gold,Other,6260,23,1.0,,24,329.5,0.0,329.5,14.33,No,0
Platinum,VSE,6260,14,3.0,,17,381.33,0.0,381.33,27.24,No,0
Platinum,VSE,6260,16,1.0,,17,420.33,0.0,420.33,26.27,No,0
Platinum,VSE,6260,14,1.0,,15,438.17,0.0,438.17,31.3,No,0
Platinum,VSE,6260,13,,,13,445.83,0.0,445.83,34.29,No,0
SME,SME,6260,17,,2.0,19,449.83,0.0,449.83,26.46,No,0
SME,SME,6260,13,1.0,,14,307.0,0.0,307.0,23.62,Yes,1
SME,SME,6260,22,4.0,,26,468.83,0.0,468.83,21.31,No,0
