CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Bronze,SOHO,4579,7,1.0,,8,52.0,0.0,52.0,7.43,No,0
Bronze,SOHO,4579,5,1.0,,6,77.0,0.0,77.0,15.4,No,0
Bronze,SOHO,4579,5,1.0,,6,118.17,0.0,118.17,23.63,No,0
Bronze,SOHO,4579,8,3.0,,11,121.17,0.0,121.17,15.15,No,0
Gold,VSE,4579,4,,,4,170.33,0.0,170.33,42.58,No,0
Gold,SOHO,4579,12,8.0,,20,176.5,0.0,176.5,14.71,No,0
Iron,SOHO,4579,3,,,3,100.33,0.0,100.33,33.44,No,0
Bronze,SOHO,4579,4,1.0,,5,106.33,0.0,106.33,26.58,No,0
Silver,SOHO,4579,7,1.0,,8,207.5,0.0,207.5,29.64,Yes,1
Bronze,SOHO,4579,2,,,2,41.5,0.0,41.5,20.75,No,0
Bronze,SOHO,4579,2,1.0,,3,51.17,0.0,51.17,25.59,No,0
