CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Bronze,SOHO,4017,6,,,6,41.0,0.0,41.0,6.83,No,0
Bronze,SOHO,4017,3,6.0,,9,58.0,0.0,58.0,19.33,No,0
Bronze,SOHO,4017,5,,,5,60.17,0.0,60.17,12.03,No,0
Bronze,SOHO,4017,5,,,5,99.0,0.0,99.0,19.8,No,0
Bronze,SOHO,4017,2,4.0,,6,112.0,0.0,112.0,56.0,No,0
Silver,SOHO,4017,6,,,6,115.0,0.0,115.0,19.17,No,0
Bronze,SOHO,4017,6,1.0,,7,121.0,0.0,121.0,20.17,No,0
Gold,VSE,4017,18,3.0,,21,285.17,0.0,285.17,15.84,Yes,1
Gold,VSE,4017,5,3.0,,8,400.0,0.0,400.0,80.0,No,0
Bronze,SOHO,4017,5,,,5,102.83,0.0,102.83,20.57,No,0
Silver,SOHO,4017,7,2.0,,9,127.33,0.0,127.33,18.19,No,0
Silver,SOHO,4017,4,1.0,,5,128.0,0.0,128.0,32.0,No,0
Silver,SOHO,4017,5,,,5,141.33,0.0,141.33,28.27,Yes,1
Silver,SOHO,4017,10,3.0,1.0,14,178.0,0.0,178.0,17.8,No,0
Platinum,VSE,4017,6,31.0,,37,43.5,0.0,43.5,7.25,No,0
Bronze,SOHO,4017,2,,,2,41.5,0.0,41.5,20.75,No,0
Silver,SOHO,4017,4,4.0,,8,45.0,0.0,45.0,11.25,No,0
