CRM_PID_Value_Segment,EffectiveSegment,Billing_ZIP,Active_subscribers,Not_Active_subscribers,Suspended_subscribers,Total_SUBs,AvgMobileRevenue,AvgFIXRevenue,TotalRevenue,ARPU,CHURN,churn_binary
Bronze,SOHO,4580,5,,,5,51.0,0.0,51.0,10.2,No,0
Silver,SOHO,4580,8,2.0,,10,116.5,0.0,116.5,14.56,No,0
Bronze,SOHO,4580,6,1.0,,7,121.33,0.0,121.33,20.22,No,0
Silver,SOHO,4580,11,,,11,132.83,0.0,132.83,12.08,Yes,1
Bronze,SOHO,4580,6,2.0,,8,147.83,0.0,147.83,24.64,No,0
Gold,VSE,4580,19,1.0,,20,192.17,0.0,192.17,10.11,No,0
Gold,SOHO,4580,12,2.0,1.0,15,204.33,0.0,204.33,17.03,No,0
Gold,VSE,4580,18,1.0,,19,326.5,0.0,326.5,18.14,No,0
Bronze,SOHO,4580,4,,,4,65.83,0.0,65.83,16.46,No,0
Bronze,SOHO,4580,8,,,8,79.0,0.0,79.0,9.88,No,0
Iron,SOHO,4580,12,,,12,148.83,0.0,148.83,12.4,No,0
Silver,SOHO,4580,7,3.0,,10,165.17,0.0,165.17,23.6,No,0
SME,SME,4580,14,3.0,,17,227.8,0.0,227.8,16.27,No,0
